Distance (mm)	Counts
0.0	227.0
0.2	225.0
0.4	252.0
0.6	239.0
0.8	256.0
1.0	234.0
1.2	245.0
1.4	249.0
1.6	282.0
1.8	293.0
2.0	285.0
2.2	303.0
2.4	321.0
2.6	287.0
2.8	297.0
3.0	297.0
3.2	326.0
3.4	328.0
3.6	335.0
3.8	359.0
4.0	342.0
4.2	396.0
4.4	414.0
4.6	411.0
4.8	412.0
5.0	413.0
5.2	469.0
5.4	459.0
5.6	510.0
5.8	496.0
6.0	465.0
6.2	545.0
6.4	538.0
6.6	523.0
6.8	563.0
7.0	552.0
7.2	620.0
7.4	648.0
7.6	707.0
7.8	806.0
8.0	887.0
8.2	1058.0
8.4	1147.0
8.6	1291.0
8.8	1425.0
9.0	1482.0
9.2	1655.0
9.4	1688.0
9.6	1825.0
9.8	1787.0
10.0	1953.0
10.2	1881.0
10.4	1747.0
10.6	1774.0
10.8	1810.0
11.0	1643.0
11.2	1616.0
11.4	1442.0
11.6	1510.0
11.8	1513.0
12.0	1528.0
12.2	1517.0
12.4	1597.0
12.6	1578.0
12.8	1664.0
13.0	1742.0
13.2	1736.0
13.4	1896.0
13.6	1933.0
13.8	1981.0
14.0	1875.0
14.2	1923.0
14.4	1810.0
14.6	1673.0
14.8	1627.0
15.0	1487.0
15.2	1457.0
15.4	1307.0
15.6	1164.0
15.8	1078.0
16.0	920.0
16.2	897.0
16.4	759.0
16.6	678.0
16.8	655.0
17.0	622.0
17.2	539.0
17.4	595.0
17.6	562.0
17.8	566.0
18.0	509.0
18.2	513.0
18.4	516.0
18.6	517.0
18.8	440.0
19.0	460.0
19.2	470.0
19.4	458.0
19.6	413.0
19.8	451.0
20.0	469.0
