Distance (mm)	Counts
0.0	218.0
0.2	213.0
0.4	217.0
0.6	235.0
0.8	240.0
1.0	254.0
1.2	240.0
1.4	266.0
1.6	273.0
1.8	221.0
2.0	273.0
2.2	277.0
2.4	273.0
2.6	314.0
2.8	289.0
3.0	335.0
3.2	291.0
3.4	346.0
3.6	355.0
3.8	342.0
4.0	378.0
4.2	356.0
4.4	416.0
4.6	386.0
4.8	393.0
5.0	436.0
5.2	446.0
5.4	456.0
5.6	470.0
5.8	501.0
6.0	528.0
6.2	478.0
6.4	529.0
6.6	552.0
6.8	576.0
7.0	609.0
7.2	583.0
7.4	595.0
7.6	633.0
7.8	693.0
8.0	798.0
8.2	889.0
8.4	980.0
8.6	1131.0
8.8	1215.0
9.0	1318.0
9.2	1422.0
9.4	1547.0
9.6	1762.0
9.8	1776.0
10.0	1821.0
10.2	1878.0
10.4	1952.0
10.6	1894.0
10.8	1823.0
11.0	1771.0
11.2	1666.0
11.4	1586.0
11.6	1654.0
11.8	1669.0
12.0	1676.0
12.2	1627.0
12.4	1701.0
12.6	1739.0
12.8	1760.0
13.0	1740.0
13.2	1819.0
13.4	1957.0
13.6	1919.0
13.8	1925.0
14.0	2004.0
14.2	1945.0
14.4	1878.0
14.6	1699.0
14.8	1643.0
15.0	1477.0
15.2	1395.0
15.4	1265.0
15.6	1182.0
15.8	1069.0
16.0	999.0
16.2	812.0
16.4	789.0
16.6	678.0
16.8	681.0
17.0	664.0
17.2	648.0
17.4	586.0
17.6	578.0
17.8	586.0
18.0	545.0
18.2	570.0
18.4	502.0
18.6	475.0
18.8	513.0
19.0	501.0
19.2	467.0
19.4	451.0
19.6	484.0
19.8	424.0
20.0	403.0
