Distance (mm)	Counts
0.0	208.0
0.2	231.0
0.4	237.0
0.6	208.0
0.8	228.0
1.0	204.0
1.2	228.0
1.4	239.0
1.6	256.0
1.8	245.0
2.0	240.0
2.2	227.0
2.4	258.0
2.6	266.0
2.8	281.0
3.0	271.0
3.2	279.0
3.4	342.0
3.6	291.0
3.8	305.0
4.0	344.0
4.2	331.0
4.4	347.0
4.6	331.0
4.8	381.0
5.0	374.0
5.2	372.0
5.4	369.0
5.6	395.0
5.8	427.0
6.0	459.0
6.2	461.0
6.4	450.0
6.6	516.0
6.8	479.0
7.0	505.0
7.2	535.0
7.4	531.0
7.6	586.0
7.8	618.0
8.0	579.0
8.2	664.0
8.4	685.0
8.6	716.0
8.8	744.0
9.0	806.0
9.2	944.0
9.4	973.0
9.6	1106.0
9.8	1127.0
10.0	1311.0
10.2	1423.0
10.4	1529.0
10.6	1669.0
10.8	1806.0
11.0	1923.0
11.2	1999.0
11.4	2093.0
11.6	2180.0
11.8	2188.0
12.0	2310.0
12.2	2213.0
12.4	2385.0
12.6	2345.0
12.8	2435.0
13.0	2400.0
13.2	2427.0
13.4	2310.0
13.6	2247.0
13.8	2212.0
14.0	2081.0
14.2	1984.0
14.4	1887.0
14.6	1811.0
14.8	1690.0
15.0	1566.0
15.2	1420.0
15.4	1344.0
15.6	1226.0
15.8	1065.0
16.0	934.0
16.2	831.0
16.4	885.0
16.6	747.0
16.8	735.0
17.0	725.0
17.2	632.0
17.4	625.0
17.6	605.0
17.8	625.0
18.0	599.0
18.2	596.0
18.4	587.0
18.6	559.0
18.8	557.0
19.0	511.0
19.2	512.0
19.4	488.0
19.6	469.0
19.8	492.0
20.0	443.0
