Distance (mm)	Counts
0.0	241.0
0.2	243.0
0.4	259.0
0.6	239.0
0.8	257.0
1.0	272.0
1.2	271.0
1.4	287.0
1.6	291.0
1.8	309.0
2.0	310.0
2.2	281.0
2.4	344.0
2.6	351.0
2.8	323.0
3.0	305.0
3.2	370.0
3.4	368.0
3.6	387.0
3.8	400.0
4.0	395.0
4.2	435.0
4.4	449.0
4.6	434.0
4.8	483.0
5.0	471.0
5.2	506.0
5.4	544.0
5.6	537.0
5.8	574.0
6.0	667.0
6.2	703.0
6.4	824.0
6.6	1017.0
6.8	1083.0
7.0	1177.0
7.2	1278.0
7.4	1384.0
7.6	1430.0
7.8	1479.0
8.0	1625.0
8.2	1771.0
8.4	1630.0
8.6	1590.0
8.8	1549.0
9.0	1470.0
9.2	1407.0
9.4	1308.0
9.6	1282.0
9.8	1222.0
10.0	1085.0
10.2	1065.0
10.4	937.0
10.6	940.0
10.8	823.0
11.0	802.0
11.2	824.0
11.4	840.0
11.6	923.0
11.8	994.0
12.0	1061.0
12.2	1210.0
12.4	1232.0
12.6	1376.0
12.8	1479.0
13.0	1530.0
13.2	1619.0
13.4	1699.0
13.6	1757.0
13.8	1796.0
14.0	1737.0
14.2	1652.0
14.4	1578.0
14.6	1475.0
14.8	1336.0
15.0	1238.0
15.2	1202.0
15.4	1138.0
15.6	981.0
15.8	875.0
16.0	699.0
16.2	667.0
16.4	565.0
16.6	568.0
16.8	523.0
17.0	534.0
17.2	454.0
17.4	479.0
17.6	470.0
17.8	443.0
18.0	496.0
18.2	439.0
18.4	403.0
18.6	392.0
18.8	371.0
19.0	388.0
19.2	371.0
19.4	371.0
19.6	376.0
19.8	344.0
20.0	348.0
