Distance (mm)	Counts
0.0	195.0
0.2	191.0
0.4	193.0
0.6	202.0
0.8	212.0
1.0	205.0
1.2	237.0
1.4	243.0
1.6	224.0
1.8	216.0
2.0	240.0
2.2	262.0
2.4	263.0
2.6	227.0
2.8	273.0
3.0	256.0
3.2	288.0
3.4	294.0
3.6	330.0
3.8	311.0
4.0	342.0
4.2	302.0
4.4	334.0
4.6	371.0
4.8	338.0
5.0	373.0
5.2	393.0
5.4	384.0
5.6	364.0
5.8	440.0
6.0	427.0
6.2	421.0
6.4	472.0
6.6	493.0
6.8	506.0
7.0	559.0
7.2	534.0
7.4	601.0
7.6	559.0
7.8	560.0
8.0	632.0
8.2	642.0
8.4	666.0
8.6	662.0
8.8	686.0
9.0	733.0
9.2	793.0
9.4	891.0
9.6	959.0
9.8	1068.0
10.0	1201.0
10.2	1254.0
10.4	1468.0
10.6	1547.0
10.8	1659.0
11.0	1669.0
11.2	1895.0
11.4	2053.0
11.6	2203.0
11.8	2299.0
12.0	2341.0
12.2	2457.0
12.4	2470.0
12.6	2495.0
12.8	2501.0
13.0	2539.0
13.2	2478.0
13.4	2464.0
13.6	2495.0
13.8	2319.0
14.0	2208.0
14.2	2062.0
14.4	1890.0
14.6	1730.0
14.8	1656.0
15.0	1539.0
15.2	1423.0
15.4	1301.0
15.6	1214.0
15.8	1097.0
16.0	966.0
16.2	875.0
16.4	799.0
16.6	766.0
16.8	687.0
17.0	698.0
17.2	670.0
17.4	653.0
17.6	680.0
17.8	603.0
18.0	623.0
18.2	639.0
18.4	589.0
18.6	542.0
18.8	514.0
19.0	546.0
19.2	536.0
19.4	562.0
19.6	502.0
19.8	485.0
20.0	455.0
