Distance (mm)	Counts
0.0	204.0
0.2	182.0
0.4	208.0
0.6	199.0
0.8	205.0
1.0	185.0
1.2	208.0
1.4	211.0
1.6	218.0
1.8	240.0
2.0	238.0
2.2	226.0
2.4	212.0
2.6	241.0
2.8	245.0
3.0	260.0
3.2	249.0
3.4	271.0
3.6	269.0
3.8	325.0
4.0	301.0
4.2	313.0
4.4	328.0
4.6	330.0
4.8	323.0
5.0	330.0
5.2	375.0
5.4	405.0
5.6	375.0
5.8	367.0
6.0	407.0
6.2	418.0
6.4	493.0
6.6	498.0
6.8	478.0
7.0	465.0
7.2	498.0
7.4	513.0
7.6	536.0
7.8	582.0
8.0	573.0
8.2	601.0
8.4	616.0
8.6	601.0
8.8	604.0
9.0	650.0
9.2	666.0
9.4	715.0
9.6	708.0
9.8	748.0
10.0	763.0
10.2	850.0
10.4	924.0
10.6	1014.0
10.8	1193.0
11.0	1255.0
11.2	1436.0
11.4	1714.0
11.6	1865.0
11.8	2135.0
12.0	2372.0
12.2	2462.0
12.4	2637.0
12.6	2788.0
12.8	2909.0
13.0	2864.0
13.2	2991.0
13.4	2944.0
13.6	2816.0
13.8	2885.0
14.0	2629.0
14.2	2520.0
14.4	2272.0
14.6	2111.0
14.8	1841.0
15.0	1705.0
15.2	1469.0
15.4	1411.0
15.6	1101.0
15.8	1094.0
16.0	974.0
16.2	881.0
16.4	808.0
16.6	751.0
16.8	756.0
17.0	766.0
17.2	713.0
17.4	715.0
17.6	703.0
17.8	663.0
18.0	614.0
18.2	638.0
18.4	674.0
18.6	614.0
18.8	592.0
19.0	576.0
19.2	580.0
19.4	502.0
19.6	544.0
19.8	514.0
20.0	443.0
