Distance (mm)	Counts
0.0	213.0
0.2	243.0
0.4	229.0
0.6	257.0
0.8	229.0
1.0	292.0
1.2	277.0
1.4	277.0
1.6	303.0
1.8	283.0
2.0	258.0
2.2	289.0
2.4	331.0
2.6	293.0
2.8	337.0
3.0	290.0
3.2	368.0
3.4	325.0
3.6	380.0
3.8	365.0
4.0	392.0
4.2	381.0
4.4	364.0
4.6	428.0
4.8	415.0
5.0	452.0
5.2	468.0
5.4	489.0
5.6	504.0
5.8	547.0
6.0	506.0
6.2	598.0
6.4	632.0
6.6	713.0
6.8	805.0
7.0	937.0
7.2	1089.0
7.4	1107.0
7.6	1225.0
7.8	1364.0
8.0	1442.0
8.2	1512.0
8.4	1656.0
8.6	1640.0
8.8	1742.0
9.0	1760.0
9.2	1650.0
9.4	1587.0
9.6	1561.0
9.8	1486.0
10.0	1446.0
10.2	1355.0
10.4	1207.0
10.6	1155.0
10.8	1077.0
11.0	1021.0
11.2	938.0
11.4	897.0
11.6	1020.0
11.8	1051.0
12.0	1125.0
12.2	1275.0
12.4	1306.0
12.6	1390.0
12.8	1509.0
13.0	1576.0
13.2	1700.0
13.4	1731.0
13.6	1760.0
13.8	1753.0
14.0	1845.0
14.2	1798.0
14.4	1680.0
14.6	1576.0
14.8	1461.0
15.0	1342.0
15.2	1238.0
15.4	1205.0
15.6	1000.0
15.8	925.0
16.0	868.0
16.2	760.0
16.4	668.0
16.6	618.0
16.8	570.0
17.0	554.0
17.2	521.0
17.4	492.0
17.6	518.0
17.8	482.0
18.0	484.0
18.2	452.0
18.4	436.0
18.6	483.0
18.8	428.0
19.0	442.0
19.2	418.0
19.4	436.0
19.6	408.0
19.8	380.0
20.0	352.0
