Distance (mm)	Counts
0.0	215.0
0.2	243.0
0.4	261.0
0.6	250.0
0.8	266.0
1.0	245.0
1.2	277.0
1.4	288.0
1.6	279.0
1.8	288.0
2.0	316.0
2.2	287.0
2.4	325.0
2.6	333.0
2.8	325.0
3.0	340.0
3.2	349.0
3.4	391.0
3.6	393.0
3.8	382.0
4.0	431.0
4.2	420.0
4.4	429.0
4.6	443.0
4.8	456.0
5.0	447.0
5.2	518.0
5.4	593.0
5.6	696.0
5.8	820.0
6.0	888.0
6.2	961.0
6.4	1079.0
6.6	1174.0
6.8	1205.0
7.0	1283.0
7.2	1397.0
7.4	1504.0
7.6	1502.0
7.8	1483.0
8.0	1466.0
8.2	1320.0
8.4	1300.0
8.6	1220.0
8.8	1243.0
9.0	1120.0
9.2	1046.0
9.4	923.0
9.6	903.0
9.8	755.0
10.0	731.0
10.2	795.0
10.4	648.0
10.6	657.0
10.8	674.0
11.0	716.0
11.2	730.0
11.4	834.0
11.6	907.0
11.8	973.0
12.0	1042.0
12.2	1126.0
12.4	1170.0
12.6	1293.0
12.8	1333.0
13.0	1444.0
13.2	1498.0
13.4	1501.0
13.6	1460.0
13.8	1408.0
14.0	1406.0
14.2	1322.0
14.4	1238.0
14.6	1083.0
14.8	1033.0
15.0	966.0
15.2	833.0
15.4	782.0
15.6	660.0
15.8	631.0
16.0	533.0
16.2	502.0
16.4	462.0
16.6	469.0
16.8	443.0
17.0	409.0
17.2	382.0
17.4	413.0
17.6	388.0
17.8	405.0
18.0	374.0
18.2	352.0
18.4	368.0
18.6	376.0
18.8	368.0
19.0	347.0
19.2	310.0
19.4	314.0
19.6	303.0
19.8	296.0
20.0	272.0
