Distance (mm)	Counts
0.0	247.0
0.2	230.0
0.4	262.0
0.6	243.0
0.8	251.0
1.0	255.0
1.2	258.0
1.4	284.0
1.6	295.0
1.8	313.0
2.0	305.0
2.2	331.0
2.4	345.0
2.6	311.0
2.8	356.0
3.0	352.0
3.2	373.0
3.4	363.0
3.6	381.0
3.8	390.0
4.0	368.0
4.2	409.0
4.4	444.0
4.6	453.0
4.8	502.0
5.0	497.0
5.2	533.0
5.4	619.0
5.6	720.0
5.8	783.0
6.0	870.0
6.2	1003.0
6.4	1095.0
6.6	1237.0
6.8	1290.0
7.0	1353.0
7.2	1495.0
7.4	1432.0
7.6	1511.0
7.8	1541.0
8.0	1505.0
8.2	1394.0
8.4	1388.0
8.6	1399.0
8.8	1249.0
9.0	1159.0
9.2	1041.0
9.4	970.0
9.6	872.0
9.8	851.0
10.0	775.0
10.2	734.0
10.4	654.0
10.6	655.0
10.8	687.0
11.0	735.0
11.2	729.0
11.4	899.0
11.6	972.0
11.8	975.0
12.0	1138.0
12.2	1172.0
12.4	1247.0
12.6	1343.0
12.8	1445.0
13.0	1410.0
13.2	1516.0
13.4	1520.0
13.6	1464.0
13.8	1354.0
14.0	1366.0
14.2	1281.0
14.4	1170.0
14.6	1094.0
14.8	1044.0
15.0	949.0
15.2	865.0
15.4	775.0
15.6	677.0
15.8	568.0
16.0	535.0
16.2	479.0
16.4	456.0
16.6	432.0
16.8	456.0
17.0	382.0
17.2	399.0
17.4	408.0
17.6	411.0
17.8	403.0
18.0	387.0
18.2	370.0
18.4	366.0
18.6	346.0
18.8	348.0
19.0	336.0
19.2	314.0
19.4	282.0
19.6	330.0
19.8	343.0
20.0	312.0
