Distance (mm)	Counts
0.0	220.0
0.2	228.0
0.4	212.0
0.6	216.0
0.8	216.0
1.0	251.0
1.2	241.0
1.4	231.0
1.6	256.0
1.8	260.0
2.0	255.0
2.2	271.0
2.4	285.0
2.6	249.0
2.8	333.0
3.0	274.0
3.2	306.0
3.4	327.0
3.6	318.0
3.8	325.0
4.0	347.0
4.2	307.0
4.4	366.0
4.6	388.0
4.8	395.0
5.0	398.0
5.2	425.0
5.4	445.0
5.6	477.0
5.8	428.0
6.0	514.0
6.2	518.0
6.4	524.0
6.6	468.0
6.8	557.0
7.0	585.0
7.2	598.0
7.4	582.0
7.6	549.0
7.8	622.0
8.0	627.0
8.2	703.0
8.4	725.0
8.6	871.0
8.8	947.0
9.0	1033.0
9.2	1190.0
9.4	1231.0
9.6	1434.0
9.8	1517.0
10.0	1664.0
10.2	1721.0
10.4	1853.0
10.6	1949.0
10.8	1894.0
11.0	2009.0
11.2	1986.0
11.4	1943.0
11.6	2044.0
11.8	2041.0
12.0	1995.0
12.2	1987.0
12.4	2057.0
12.6	1996.0
12.8	1967.0
13.0	1982.0
13.2	1990.0
13.4	2072.0
13.6	2046.0
13.8	2053.0
14.0	1994.0
14.2	1920.0
14.4	1782.0
14.6	1717.0
14.8	1680.0
15.0	1504.0
15.2	1437.0
15.4	1336.0
15.6	1178.0
15.8	1044.0
16.0	935.0
16.2	896.0
16.4	815.0
16.6	688.0
16.8	724.0
17.0	677.0
17.2	616.0
17.4	665.0
17.6	581.0
17.8	601.0
18.0	553.0
18.2	554.0
18.4	573.0
18.6	539.0
18.8	508.0
19.0	493.0
19.2	458.0
19.4	499.0
19.6	433.0
19.8	450.0
20.0	406.0
