Distance (mm)	Counts
0.0	194.0
0.2	185.0
0.4	171.0
0.6	195.0
0.8	183.0
1.0	223.0
1.2	190.0
1.4	209.0
1.6	217.0
1.8	251.0
2.0	208.0
2.2	237.0
2.4	231.0
2.6	249.0
2.8	245.0
3.0	243.0
3.2	270.0
3.4	249.0
3.6	297.0
3.8	299.0
4.0	276.0
4.2	301.0
4.4	302.0
4.6	315.0
4.8	290.0
5.0	314.0
5.2	331.0
5.4	376.0
5.6	354.0
5.8	386.0
6.0	397.0
6.2	407.0
6.4	400.0
6.6	420.0
6.8	451.0
7.0	496.0
7.2	435.0
7.4	537.0
7.6	500.0
7.8	547.0
8.0	576.0
8.2	542.0
8.4	591.0
8.6	617.0
8.8	589.0
9.0	625.0
9.2	618.0
9.4	692.0
9.6	680.0
9.8	718.0
10.0	696.0
10.2	785.0
10.4	760.0
10.6	844.0
10.8	921.0
11.0	1097.0
11.2	1178.0
11.4	1504.0
11.6	1620.0
11.8	1860.0
12.0	2126.0
12.2	2303.0
12.4	2461.0
12.6	2681.0
12.8	2914.0
13.0	2977.0
13.2	3003.0
13.4	3133.0
13.6	3082.0
13.8	3080.0
14.0	2809.0
14.2	2662.0
14.4	2567.0
14.6	2332.0
14.8	2089.0
15.0	1876.0
15.2	1664.0
15.4	1605.0
15.6	1326.0
15.8	1109.0
16.0	970.0
16.2	907.0
16.4	870.0
16.6	817.0
16.8	765.0
17.0	782.0
17.2	729.0
17.4	714.0
17.6	681.0
17.8	713.0
18.0	672.0
18.2	643.0
18.4	616.0
18.6	575.0
18.8	599.0
19.0	582.0
19.2	580.0
19.4	593.0
19.6	541.0
19.8	490.0
20.0	512.0
