Distance (mm)	Counts
0.0	199.0
0.2	211.0
0.4	223.0
0.6	212.0
0.8	235.0
1.0	256.0
1.2	239.0
1.4	225.0
1.6	255.0
1.8	267.0
2.0	250.0
2.2	294.0
2.4	273.0
2.6	265.0
2.8	283.0
3.0	322.0
3.2	316.0
3.4	287.0
3.6	310.0
3.8	312.0
4.0	359.0
4.2	370.0
4.4	360.0
4.6	382.0
4.8	393.0
5.0	418.0
5.2	437.0
5.4	442.0
5.6	461.0
5.8	456.0
6.0	501.0
6.2	495.0
6.4	494.0
6.6	495.0
6.8	607.0
7.0	547.0
7.2	587.0
7.4	598.0
7.6	605.0
7.8	642.0
8.0	663.0
8.2	764.0
8.4	906.0
8.6	973.0
8.8	1113.0
9.0	1167.0
9.2	1298.0
9.4	1509.0
9.6	1506.0
9.8	1648.0
10.0	1738.0
10.2	1838.0
10.4	1918.0
10.6	1920.0
10.8	1866.0
11.0	1912.0
11.2	1880.0
11.4	1842.0
11.6	1857.0
11.8	1804.0
12.0	1799.0
12.2	1895.0
12.4	1855.0
12.6	1798.0
12.8	1830.0
13.0	1946.0
13.2	1846.0
13.4	1922.0
13.6	1956.0
13.8	1995.0
14.0	1910.0
14.2	1955.0
14.4	1843.0
14.6	1772.0
14.8	1653.0
15.0	1465.0
15.2	1322.0
15.4	1315.0
15.6	1220.0
15.8	1051.0
16.0	981.0
16.2	893.0
16.4	800.0
16.6	728.0
16.8	653.0
17.0	651.0
17.2	638.0
17.4	620.0
17.6	616.0
17.8	601.0
18.0	566.0
18.2	527.0
18.4	542.0
18.6	510.0
18.8	454.0
19.0	486.0
19.2	484.0
19.4	440.0
19.6	477.0
19.8	438.0
20.0	419.0
