Distance (mm)	Counts
0.0	227.0
0.2	240.0
0.4	242.0
0.6	280.0
0.8	231.0
1.0	257.0
1.2	281.0
1.4	247.0
1.6	276.0
1.8	302.0
2.0	284.0
2.2	312.0
2.4	320.0
2.6	318.0
2.8	349.0
3.0	323.0
3.2	330.0
3.4	391.0
3.6	360.0
3.8	396.0
4.0	396.0
4.2	395.0
4.4	412.0
4.6	404.0
4.8	427.0
5.0	466.0
5.2	484.0
5.4	503.0
5.6	519.0
5.8	535.0
6.0	532.0
6.2	648.0
6.4	723.0
6.6	771.0
6.8	897.0
7.0	1055.0
7.2	1114.0
7.4	1191.0
7.6	1338.0
7.8	1382.0
8.0	1524.0
8.2	1552.0
8.4	1687.0
8.6	1678.0
8.8	1626.0
9.0	1623.0
9.2	1521.0
9.4	1524.0
9.6	1477.0
9.8	1405.0
10.0	1236.0
10.2	1232.0
10.4	1188.0
10.6	992.0
10.8	927.0
11.0	929.0
11.2	858.0
11.4	903.0
11.6	989.0
11.8	1008.0
12.0	1049.0
12.2	1204.0
12.4	1356.0
12.6	1384.0
12.8	1509.0
13.0	1570.0
13.2	1628.0
13.4	1737.0
13.6	1701.0
13.8	1821.0
14.0	1700.0
14.2	1741.0
14.4	1651.0
14.6	1574.0
14.8	1478.0
15.0	1386.0
15.2	1312.0
15.4	1156.0
15.6	1051.0
15.8	892.0
16.0	883.0
16.2	755.0
16.4	670.0
16.6	606.0
16.8	569.0
17.0	554.0
17.2	520.0
17.4	495.0
17.6	481.0
17.8	462.0
18.0	453.0
18.2	484.0
18.4	423.0
18.6	434.0
18.8	380.0
19.0	425.0
19.2	412.0
19.4	401.0
19.6	384.0
19.8	376.0
20.0	349.0
