Distance (mm)	Counts
0.0	252.0
0.2	228.0
0.4	250.0
0.6	212.0
0.8	270.0
1.0	259.0
1.2	274.0
1.4	277.0
1.6	296.0
1.8	281.0
2.0	295.0
2.2	326.0
2.4	306.0
2.6	291.0
2.8	351.0
3.0	368.0
3.2	375.0
3.4	343.0
3.6	359.0
3.8	358.0
4.0	405.0
4.2	405.0
4.4	436.0
4.6	458.0
4.8	432.0
5.0	483.0
5.2	477.0
5.4	598.0
5.6	698.0
5.8	730.0
6.0	827.0
6.2	970.0
6.4	1074.0
6.6	1102.0
6.8	1161.0
7.0	1228.0
7.2	1343.0
7.4	1407.0
7.6	1464.0
7.8	1432.0
8.0	1427.0
8.2	1330.0
8.4	1298.0
8.6	1283.0
8.8	1214.0
9.0	1156.0
9.2	1080.0
9.4	994.0
9.6	916.0
9.8	799.0
10.0	775.0
10.2	707.0
10.4	682.0
10.6	670.0
10.8	673.0
11.0	682.0
11.2	685.0
11.4	787.0
11.6	892.0
11.8	1011.0
12.0	1034.0
12.2	1160.0
12.4	1232.0
12.6	1279.0
12.8	1364.0
13.0	1379.0
13.2	1423.0
13.4	1464.0
13.6	1477.0
13.8	1408.0
14.0	1362.0
14.2	1308.0
14.4	1207.0
14.6	1175.0
14.8	1084.0
15.0	970.0
15.2	897.0
15.4	827.0
15.6	697.0
15.8	657.0
16.0	625.0
16.2	529.0
16.4	530.0
16.6	476.0
16.8	461.0
17.0	408.0
17.2	424.0
17.4	399.0
17.6	361.0
17.8	361.0
18.0	373.0
18.2	371.0
18.4	383.0
18.6	383.0
18.8	351.0
19.0	364.0
19.2	357.0
19.4	332.0
19.6	344.0
19.8	293.0
20.0	324.0
