Distance (mm)	Counts
0.0	247.0
0.2	226.0
0.4	228.0
0.6	226.0
0.8	256.0
1.0	250.0
1.2	257.0
1.4	270.0
1.6	258.0
1.8	270.0
2.0	283.0
2.2	285.0
2.4	311.0
2.6	300.0
2.8	327.0
3.0	327.0
3.2	360.0
3.4	321.0
3.6	373.0
3.8	375.0
4.0	397.0
4.2	414.0
4.4	420.0
4.6	426.0
4.8	417.0
5.0	475.0
5.2	472.0
5.4	498.0
5.6	504.0
5.8	529.0
6.0	540.0
6.2	536.0
6.4	565.0
6.6	624.0
6.8	650.0
7.0	751.0
7.2	844.0
7.4	981.0
7.6	1048.0
7.8	1217.0
8.0	1308.0
8.2	1337.0
8.4	1513.0
8.6	1646.0
8.8	1664.0
9.0	1775.0
9.2	1794.0
9.4	1728.0
9.6	1819.0
9.8	1807.0
10.0	1634.0
10.2	1614.0
10.4	1452.0
10.6	1379.0
10.8	1356.0
11.0	1305.0
11.2	1169.0
11.4	1173.0
11.6	1114.0
11.8	1157.0
12.0	1221.0
12.2	1231.0
12.4	1391.0
12.6	1467.0
12.8	1610.0
13.0	1639.0
13.2	1737.0
13.4	1808.0
13.6	1848.0
13.8	1872.0
14.0	1900.0
14.2	1832.0
14.4	1778.0
14.6	1629.0
14.8	1626.0
15.0	1446.0
15.2	1378.0
15.4	1309.0
15.6	1118.0
15.8	999.0
16.0	997.0
16.2	839.0
16.4	725.0
16.6	694.0
16.8	576.0
17.0	545.0
17.2	563.0
17.4	596.0
17.6	551.0
17.8	522.0
18.0	495.0
18.2	501.0
18.4	468.0
18.6	471.0
18.8	443.0
19.0	409.0
19.2	425.0
19.4	387.0
19.6	406.0
19.8	427.0
20.0	397.0
