Distance (mm)	Counts
0.0	241.0
0.2	226.0
0.4	251.0
0.6	251.0
0.8	253.0
1.0	244.0
1.2	266.0
1.4	272.0
1.6	272.0
1.8	283.0
2.0	299.0
2.2	281.0
2.4	320.0
2.6	239.0
2.8	318.0
3.0	337.0
3.2	335.0
3.4	353.0
3.6	358.0
3.8	372.0
4.0	402.0
4.2	402.0
4.4	403.0
4.6	448.0
4.8	431.0
5.0	420.0
5.2	409.0
5.4	452.0
5.6	518.0
5.8	504.0
6.0	522.0
6.2	512.0
6.4	566.0
6.6	544.0
6.8	576.0
7.0	693.0
7.2	689.0
7.4	839.0
7.6	929.0
7.8	1106.0
8.0	1152.0
8.2	1297.0
8.4	1434.0
8.6	1537.0
8.8	1587.0
9.0	1639.0
9.2	1712.0
9.4	1828.0
9.6	1802.0
9.8	1809.0
10.0	1689.0
10.2	1607.0
10.4	1543.0
10.6	1578.0
10.8	1466.0
11.0	1436.0
11.2	1306.0
11.4	1270.0
11.6	1259.0
11.8	1262.0
12.0	1263.0
12.2	1283.0
12.4	1430.0
12.6	1494.0
12.8	1576.0
13.0	1689.0
13.2	1853.0
13.4	1807.0
13.6	1955.0
13.8	1911.0
14.0	1937.0
14.2	1893.0
14.4	1711.0
14.6	1761.0
14.8	1546.0
15.0	1512.0
15.2	1333.0
15.4	1319.0
15.6	1124.0
15.8	1028.0
16.0	930.0
16.2	833.0
16.4	715.0
16.6	679.0
16.8	616.0
17.0	610.0
17.2	549.0
17.4	534.0
17.6	573.0
17.8	552.0
18.0	535.0
18.2	521.0
18.4	506.0
18.6	478.0
18.8	469.0
19.0	411.0
19.2	453.0
19.4	462.0
19.6	419.0
19.8	406.0
20.0	383.0
