Distance (mm)	Counts
0.0	239.0
0.2	219.0
0.4	224.0
0.6	227.0
0.8	248.0
1.0	280.0
1.2	264.0
1.4	309.0
1.6	283.0
1.8	283.0
2.0	284.0
2.2	304.0
2.4	319.0
2.6	298.0
2.8	335.0
3.0	321.0
3.2	339.0
3.4	363.0
3.6	335.0
3.8	346.0
4.0	387.0
4.2	405.0
4.4	367.0
4.6	426.0
4.8	414.0
5.0	444.0
5.2	470.0
5.4	504.0
5.6	696.0
5.8	733.0
6.0	811.0
6.2	891.0
6.4	1082.0
6.6	1051.0
6.8	1152.0
7.0	1235.0
7.2	1312.0
7.4	1373.0
7.6	1450.0
7.8	1478.0
8.0	1456.0
8.2	1445.0
8.4	1304.0
8.6	1207.0
8.8	1211.0
9.0	1083.0
9.2	1070.0
9.4	992.0
9.6	874.0
9.8	878.0
10.0	765.0
10.2	687.0
10.4	671.0
10.6	664.0
10.8	686.0
11.0	695.0
11.2	719.0
11.4	804.0
11.6	849.0
11.8	958.0
12.0	1096.0
12.2	1102.0
12.4	1191.0
12.6	1248.0
12.8	1333.0
13.0	1431.0
13.2	1509.0
13.4	1481.0
13.6	1459.0
13.8	1421.0
14.0	1456.0
14.2	1340.0
14.4	1298.0
14.6	1186.0
14.8	1085.0
15.0	942.0
15.2	882.0
15.4	834.0
15.6	675.0
15.8	688.0
16.0	576.0
16.2	509.0
16.4	496.0
16.6	452.0
16.8	425.0
17.0	445.0
17.2	427.0
17.4	402.0
17.6	405.0
17.8	422.0
18.0	398.0
18.2	404.0
18.4	368.0
18.6	402.0
18.8	345.0
19.0	328.0
19.2	324.0
19.4	315.0
19.6	293.0
19.8	307.0
20.0	299.0
