Distance (mm)	Counts
0.0	200.0
0.2	186.0
0.4	204.0
0.6	215.0
0.8	232.0
1.0	234.0
1.2	197.0
1.4	203.0
1.6	248.0
1.8	213.0
2.0	255.0
2.2	264.0
2.4	237.0
2.6	273.0
2.8	260.0
3.0	263.0
3.2	269.0
3.4	302.0
3.6	284.0
3.8	279.0
4.0	275.0
4.2	316.0
4.4	349.0
4.6	331.0
4.8	350.0
5.0	361.0
5.2	396.0
5.4	389.0
5.6	399.0
5.8	427.0
6.0	430.0
6.2	435.0
6.4	433.0
6.6	469.0
6.8	453.0
7.0	508.0
7.2	573.0
7.4	527.0
7.6	557.0
7.8	576.0
8.0	599.0
8.2	607.0
8.4	649.0
8.6	630.0
8.8	667.0
9.0	660.0
9.2	712.0
9.4	733.0
9.6	801.0
9.8	916.0
10.0	1056.0
10.2	1114.0
10.4	1213.0
10.6	1377.0
10.8	1441.0
11.0	1591.0
11.2	1681.0
11.4	2011.0
11.6	2113.0
11.8	2226.0
12.0	2580.0
12.2	2567.0
12.4	2589.0
12.6	2699.0
12.8	2745.0
13.0	2677.0
13.2	2610.0
13.4	2682.0
13.6	2664.0
13.8	2467.0
14.0	2376.0
14.2	2140.0
14.4	1979.0
14.6	1801.0
14.8	1676.0
15.0	1563.0
15.2	1359.0
15.4	1323.0
15.6	1175.0
15.8	1082.0
16.0	972.0
16.2	909.0
16.4	770.0
16.6	801.0
16.8	779.0
17.0	713.0
17.2	653.0
17.4	698.0
17.6	656.0
17.8	604.0
18.0	647.0
18.2	630.0
18.4	585.0
18.6	547.0
18.8	518.0
19.0	569.0
19.2	536.0
19.4	544.0
19.6	543.0
19.8	479.0
20.0	478.0
