Distance (mm)	Counts
0.0	76.0
0.4	57.0
0.8	72.0
1.2	69.0
1.6	88.0
2.0	66.0
2.4	84.0
2.8	99.0
3.2	84.0
3.6	76.0
4.0	88.0
4.4	86.0
4.8	102.0
5.2	125.0
5.6	130.0
6.0	99.0
6.4	120.0
6.8	127.0
7.2	132.0
7.6	177.0
8.0	203.0
8.4	178.0
8.8	229.0
9.2	197.0
9.6	239.0
10.0	266.0
10.4	264.0
10.8	288.0
11.2	288.0
11.6	303.0
12.0	316.0
12.4	331.0
12.8	486.0
13.2	671.0
13.6	916.0
14.0	1143.0
14.4	1328.0
14.8	1434.0
15.2	1441.0
15.6	1221.0
16.0	1049.0
16.4	859.0
16.8	657.0
17.2	439.0
17.6	353.0
18.0	328.0
18.4	319.0
18.8	292.0
19.2	288.0
19.6	236.0
20.0	246.0
20.4	195.0
20.8	222.0
21.2	194.0
21.6	214.0
22.0	179.0
22.4	145.0
22.8	150.0
23.2	124.0
23.6	110.0
24.0	130.0
24.4	106.0
24.8	106.0
25.2	118.0
25.6	120.0
26.0	77.0
26.4	83.0
26.8	76.0
27.2	81.0
27.6	71.0
28.0	74.0
28.4	78.0
28.8	82.0
29.2	66.0
29.6	65.0
30.0	80.0
