Distance (mm)	Counts
0.0	61.0
0.4	57.0
0.8	44.0
1.2	57.0
1.6	64.0
2.0	80.0
2.4	73.0
2.8	61.0
3.2	58.0
3.6	69.0
4.0	83.0
4.4	88.0
4.8	74.0
5.2	83.0
5.6	77.0
6.0	105.0
6.4	104.0
6.8	107.0
7.2	104.0
7.6	143.0
8.0	127.0
8.4	140.0
8.8	168.0
9.2	161.0
9.6	137.0
10.0	177.0
10.4	198.0
10.8	219.0
11.2	199.0
11.6	231.0
12.0	235.0
12.4	219.0
12.8	258.0
13.2	297.0
13.6	401.0
14.0	572.0
14.4	780.0
14.8	997.0
15.2	1098.0
15.6	1097.0
16.0	855.0
16.4	651.0
16.8	493.0
17.2	317.0
17.6	273.0
18.0	247.0
18.4	257.0
18.8	234.0
19.2	216.0
19.6	241.0
20.0	208.0
20.4	200.0
20.8	179.0
21.2	151.0
21.6	148.0
22.0	151.0
22.4	143.0
22.8	121.0
23.2	119.0
23.6	107.0
24.0	116.0
24.4	87.0
24.8	85.0
25.2	91.0
25.6	90.0
26.0	79.0
26.4	83.0
26.8	74.0
27.2	73.0
27.6	76.0
28.0	59.0
28.4	83.0
28.8	58.0
29.2	71.0
29.6	54.0
30.0	67.0
