Distance (mm)	Counts
0.0	174.0
0.2	172.0
0.4	181.0
0.6	191.0
0.8	182.0
1.0	213.0
1.2	240.0
1.4	209.0
1.6	213.0
1.8	214.0
2.0	255.0
2.2	240.0
2.4	238.0
2.6	239.0
2.8	238.0
3.0	234.0
3.2	265.0
3.4	283.0
3.6	289.0
3.8	322.0
4.0	307.0
4.2	319.0
4.4	322.0
4.6	297.0
4.8	371.0
5.0	330.0
5.2	323.0
5.4	314.0
5.6	353.0
5.8	386.0
6.0	388.0
6.2	424.0
6.4	448.0
6.6	392.0
6.8	560.0
7.0	593.0
7.2	654.0
7.4	718.0
7.6	884.0
7.8	942.0
8.0	1021.0
8.2	1154.0
8.4	1243.0
8.6	1301.0
8.8	1267.0
9.0	1309.0
9.2	1293.0
9.4	1223.0
9.6	1240.0
9.8	1035.0
10.0	949.0
10.2	911.0
10.4	820.0
10.6	710.0
10.8	634.0
11.0	670.0
11.2	602.0
11.4	591.0
11.6	563.0
11.8	592.0
12.0	575.0
12.2	609.0
12.4	683.0
12.6	686.0
12.8	822.0
13.0	946.0
13.2	1005.0
13.4	1079.0
13.6	1172.0
13.8	1277.0
14.0	1314.0
14.2	1540.0
14.4	1463.0
14.6	1398.0
14.8	1325.0
15.0	1305.0
15.2	1114.0
15.4	1105.0
15.6	948.0
15.8	863.0
16.0	742.0
16.2	597.0
16.4	577.0
16.6	541.0
16.8	477.0
17.0	493.0
17.2	429.0
17.4	434.0
17.6	412.0
17.8	396.0
18.0	412.0
18.2	385.0
18.4	388.0
18.6	355.0
18.8	358.0
19.0	333.0
19.2	319.0
19.4	315.0
19.6	328.0
19.8	289.0
20.0	307.0
