Distance (mm)	Counts
0.0	175.0
0.2	195.0
0.4	185.0
0.6	209.0
0.8	197.0
1.0	196.0
1.2	211.0
1.4	208.0
1.6	180.0
1.8	227.0
2.0	232.0
2.2	206.0
2.4	215.0
2.6	214.0
2.8	216.0
3.0	255.0
3.2	218.0
3.4	257.0
3.6	266.0
3.8	270.0
4.0	253.0
4.2	268.0
4.4	277.0
4.6	292.0
4.8	293.0
5.0	325.0
5.2	342.0
5.4	361.0
5.6	385.0
5.8	378.0
6.0	392.0
6.2	380.0
6.4	418.0
6.6	404.0
6.8	432.0
7.0	512.0
7.2	455.0
7.4	500.0
7.6	510.0
7.8	512.0
8.0	528.0
8.2	518.0
8.4	505.0
8.6	590.0
8.8	594.0
9.0	653.0
9.2	678.0
9.4	737.0
9.6	826.0
9.8	888.0
10.0	1097.0
10.2	1193.0
10.4	1341.0
10.6	1412.0
10.8	1634.0
11.0	1691.0
11.2	1898.0
11.4	1948.0
11.6	2112.0
11.8	2009.0
12.0	2093.0
12.2	2147.0
12.4	2064.0
12.6	2078.0
12.8	2108.0
13.0	1897.0
13.2	1786.0
13.4	1662.0
13.6	1474.0
13.8	1429.0
14.0	1251.0
14.2	1123.0
14.4	986.0
14.6	938.0
14.8	829.0
15.0	715.0
15.2	694.0
15.4	630.0
15.6	615.0
15.8	559.0
16.0	652.0
16.2	601.0
16.4	525.0
16.6	546.0
16.8	555.0
17.0	514.0
17.2	503.0
17.4	477.0
17.6	479.0
17.8	489.0
18.0	470.0
18.2	440.0
18.4	414.0
18.6	444.0
18.8	432.0
19.0	400.0
19.2	405.0
19.4	356.0
19.6	340.0
19.8	358.0
20.0	333.0
