Distance (mm)	Counts
0.0	188.0
0.2	190.0
0.4	173.0
0.6	198.0
0.8	190.0
1.0	202.0
1.2	231.0
1.4	222.0
1.6	187.0
1.8	217.0
2.0	249.0
2.2	231.0
2.4	245.0
2.6	261.0
2.8	259.0
3.0	267.0
3.2	259.0
3.4	291.0
3.6	292.0
3.8	290.0
4.0	360.0
4.2	305.0
4.4	324.0
4.6	327.0
4.8	369.0
5.0	384.0
5.2	396.0
5.4	383.0
5.6	412.0
5.8	436.0
6.0	425.0
6.2	452.0
6.4	458.0
6.6	420.0
6.8	531.0
7.0	498.0
7.2	509.0
7.4	583.0
7.6	600.0
7.8	657.0
8.0	738.0
8.2	829.0
8.4	993.0
8.6	1045.0
8.8	1235.0
9.0	1354.0
9.2	1387.0
9.4	1539.0
9.6	1535.0
9.8	1540.0
10.0	1587.0
10.2	1480.0
10.4	1370.0
10.6	1281.0
10.8	1189.0
11.0	1057.0
11.2	1049.0
11.4	1026.0
11.6	961.0
11.8	966.0
12.0	1079.0
12.2	1108.0
12.4	1237.0
12.6	1383.0
12.8	1404.0
13.0	1514.0
13.2	1515.0
13.4	1601.0
13.6	1616.0
13.8	1494.0
14.0	1521.0
14.2	1373.0
14.4	1253.0
14.6	1162.0
14.8	1076.0
15.0	999.0
15.2	846.0
15.4	708.0
15.6	629.0
15.8	583.0
16.0	602.0
16.2	532.0
16.4	496.0
16.6	475.0
16.8	476.0
17.0	477.0
17.2	455.0
17.4	428.0
17.6	451.0
17.8	442.0
18.0	395.0
18.2	382.0
18.4	354.0
18.6	406.0
18.8	348.0
19.0	363.0
19.2	352.0
19.4	350.0
19.6	320.0
19.8	296.0
20.0	325.0
