Distance (mm)	Counts
0.0	155.0
0.2	190.0
0.4	180.0
0.6	189.0
0.8	199.0
1.0	191.0
1.2	205.0
1.4	199.0
1.6	200.0
1.8	209.0
2.0	195.0
2.2	195.0
2.4	226.0
2.6	231.0
2.8	217.0
3.0	247.0
3.2	244.0
3.4	255.0
3.6	292.0
3.8	304.0
4.0	291.0
4.2	294.0
4.4	307.0
4.6	330.0
4.8	327.0
5.0	350.0
5.2	355.0
5.4	353.0
5.6	370.0
5.8	389.0
6.0	391.0
6.2	359.0
6.4	421.0
6.6	401.0
6.8	424.0
7.0	423.0
7.2	486.0
7.4	503.0
7.6	531.0
7.8	521.0
8.0	624.0
8.2	691.0
8.4	757.0
8.6	865.0
8.8	1032.0
9.0	1083.0
9.2	1188.0
9.4	1360.0
9.6	1386.0
9.8	1450.0
10.0	1527.0
10.2	1457.0
10.4	1546.0
10.6	1380.0
10.8	1308.0
11.0	1264.0
11.2	1104.0
11.4	1074.0
11.6	990.0
11.8	921.0
12.0	811.0
12.2	842.0
12.4	846.0
12.6	885.0
12.8	979.0
13.0	1097.0
13.2	1231.0
13.4	1265.0
13.6	1405.0
13.8	1518.0
14.0	1557.0
14.2	1601.0
14.4	1544.0
14.6	1566.0
14.8	1452.0
15.0	1301.0
15.2	1222.0
15.4	1070.0
15.6	1027.0
15.8	929.0
16.0	819.0
16.2	681.0
16.4	594.0
16.6	578.0
16.8	581.0
17.0	543.0
17.2	539.0
17.4	478.0
17.6	503.0
17.8	439.0
18.0	443.0
18.2	451.0
18.4	413.0
18.6	419.0
18.8	412.0
19.0	403.0
19.2	402.0
19.4	382.0
19.6	360.0
19.8	391.0
20.0	342.0
