Distance (mm)	Counts
0.0	154.0
0.2	169.0
0.4	182.0
0.6	196.0
0.8	187.0
1.0	190.0
1.2	207.0
1.4	194.0
1.6	179.0
1.8	212.0
2.0	193.0
2.2	207.0
2.4	237.0
2.6	252.0
2.8	270.0
3.0	243.0
3.2	275.0
3.4	270.0
3.6	288.0
3.8	256.0
4.0	302.0
4.2	311.0
4.4	324.0
4.6	343.0
4.8	319.0
5.0	365.0
5.2	309.0
5.4	335.0
5.6	373.0
5.8	349.0
6.0	394.0
6.2	381.0
6.4	457.0
6.6	454.0
6.8	453.0
7.0	446.0
7.2	468.0
7.4	509.0
7.6	597.0
7.8	629.0
8.0	760.0
8.2	858.0
8.4	936.0
8.6	1120.0
8.8	1231.0
9.0	1292.0
9.2	1377.0
9.4	1482.0
9.6	1495.0
9.8	1429.0
10.0	1314.0
10.2	1416.0
10.4	1321.0
10.6	1215.0
10.8	1079.0
11.0	1022.0
11.2	883.0
11.4	786.0
11.6	748.0
11.8	729.0
12.0	710.0
12.2	755.0
12.4	760.0
12.6	867.0
12.8	961.0
13.0	1068.0
13.2	1130.0
13.4	1221.0
13.6	1366.0
13.8	1409.0
14.0	1518.0
14.2	1544.0
14.4	1561.0
14.6	1554.0
14.8	1475.0
15.0	1268.0
15.2	1218.0
15.4	1140.0
15.6	1025.0
15.8	937.0
16.0	842.0
16.2	697.0
16.4	625.0
16.6	556.0
16.8	501.0
17.0	500.0
17.2	455.0
17.4	457.0
17.6	451.0
17.8	434.0
18.0	431.0
18.2	435.0
18.4	451.0
18.6	396.0
18.8	386.0
19.0	405.0
19.2	376.0
19.4	366.0
19.6	373.0
19.8	345.0
20.0	335.0
