Distance (mm)	Counts
0.0	60.0
0.4	53.0
0.8	55.0
1.2	56.0
1.6	62.0
2.0	68.0
2.4	53.0
2.8	58.0
3.2	70.0
3.6	86.0
4.0	89.0
4.4	62.0
4.8	70.0
5.2	65.0
5.6	89.0
6.0	92.0
6.4	82.0
6.8	99.0
7.2	102.0
7.6	125.0
8.0	124.0
8.4	106.0
8.8	146.0
9.2	143.0
9.6	147.0
10.0	186.0
10.4	170.0
10.8	186.0
11.2	193.0
11.6	192.0
12.0	207.0
12.4	212.0
12.8	222.0
13.2	255.0
13.6	328.0
14.0	480.0
14.4	699.0
14.8	901.0
15.2	1003.0
15.6	958.0
16.0	801.0
16.4	540.0
16.8	384.0
17.2	262.0
17.6	228.0
18.0	249.0
18.4	228.0
18.8	212.0
19.2	201.0
19.6	185.0
20.0	162.0
20.4	175.0
20.8	146.0
21.2	148.0
21.6	156.0
22.0	142.0
22.4	130.0
22.8	113.0
23.2	109.0
23.6	98.0
24.0	79.0
24.4	84.0
24.8	66.0
25.2	86.0
25.6	65.0
26.0	82.0
26.4	66.0
26.8	66.0
27.2	71.0
27.6	71.0
28.0	81.0
28.4	55.0
28.8	60.0
29.2	71.0
29.6	72.0
30.0	51.0
