Distance (mm)	Counts
0.0	60.0
0.4	54.0
0.8	82.0
1.2	59.0
1.6	63.0
2.0	75.0
2.4	75.0
2.8	73.0
3.2	79.0
3.6	73.0
4.0	89.0
4.4	86.0
4.8	83.0
5.2	99.0
5.6	87.0
6.0	107.0
6.4	124.0
6.8	125.0
7.2	136.0
7.6	145.0
8.0	146.0
8.4	162.0
8.8	158.0
9.2	181.0
9.6	197.0
10.0	194.0
10.4	228.0
10.8	231.0
11.2	242.0
11.6	266.0
12.0	267.0
12.4	289.0
12.8	261.0
13.2	314.0
13.6	407.0
14.0	609.0
14.4	847.0
14.8	1032.0
15.2	1187.0
15.6	1280.0
16.0	1177.0
16.4	1052.0
16.8	801.0
17.2	554.0
17.6	441.0
18.0	317.0
18.4	312.0
18.8	291.0
19.2	261.0
19.6	263.0
20.0	244.0
20.4	244.0
20.8	220.0
21.2	217.0
21.6	200.0
22.0	156.0
22.4	166.0
22.8	159.0
23.2	144.0
23.6	120.0
24.0	120.0
24.4	111.0
24.8	111.0
25.2	90.0
25.6	102.0
26.0	89.0
26.4	79.0
26.8	93.0
27.2	85.0
27.6	79.0
28.0	67.0
28.4	87.0
28.8	80.0
29.2	67.0
29.6	76.0
30.0	66.0
