Distance (mm)	Counts
0.0	271.0
0.2	274.0
0.4	304.0
0.6	271.0
0.8	271.0
1.0	293.0
1.2	311.0
1.4	322.0
1.6	330.0
1.8	325.0
2.0	312.0
2.2	363.0
2.4	352.0
2.6	375.0
2.8	387.0
3.0	370.0
3.2	389.0
3.4	391.0
3.6	419.0
3.8	468.0
4.0	459.0
4.2	488.0
4.4	503.0
4.6	562.0
4.8	523.0
5.0	612.0
5.2	562.0
5.4	593.0
5.6	618.0
5.8	652.0
6.0	678.0
6.2	643.0
6.4	721.0
6.6	722.0
6.8	772.0
7.0	764.0
7.2	772.0
7.4	832.0
7.6	864.0
7.8	883.0
8.0	901.0
8.2	998.0
8.4	1014.0
8.6	1138.0
8.8	1290.0
9.0	1463.0
9.2	1742.0
9.4	1899.0
9.6	2120.0
9.8	2374.0
10.0	2604.0
10.2	2781.0
10.4	3075.0
10.6	3237.0
10.8	3400.0
11.0	3494.0
11.2	3661.0
11.4	3628.0
11.6	3766.0
11.8	3710.0
12.0	3689.0
12.2	3485.0
12.4	3345.0
12.6	3293.0
12.8	3002.0
13.0	2798.0
13.2	2530.0
13.4	2432.0
13.6	2154.0
13.8	1915.0
14.0	1831.0
14.2	1615.0
14.4	1362.0
14.6	1187.0
14.8	1082.0
15.0	995.0
15.2	939.0
15.4	897.0
15.6	919.0
15.8	879.0
16.0	877.0
16.2	837.0
16.4	783.0
16.6	752.0
16.8	800.0
17.0	752.0
17.2	689.0
17.4	705.0
17.6	677.0
17.8	667.0
18.0	633.0
18.2	594.0
18.4	525.0
18.6	577.0
18.8	549.0
19.0	548.0
19.2	502.0
19.4	457.0
19.6	506.0
19.8	473.0
20.0	419.0
