Distance (mm)	Counts
0.0	347.0
0.2	347.0
0.4	343.0
0.6	387.0
0.8	352.0
1.0	367.0
1.2	398.0
1.4	423.0
1.6	421.0
1.8	463.0
2.0	440.0
2.2	430.0
2.4	468.0
2.6	486.0
2.8	462.0
3.0	459.0
3.2	512.0
3.4	530.0
3.6	581.0
3.8	567.0
4.0	585.0
4.2	626.0
4.4	626.0
4.6	676.0
4.8	728.0
5.0	833.0
5.2	963.0
5.4	1020.0
5.6	1118.0
5.8	1247.0
6.0	1312.0
6.2	1481.0
6.4	1600.0
6.6	1711.0
6.8	1833.0
7.0	1856.0
7.2	1967.0
7.4	2037.0
7.6	2086.0
7.8	2146.0
8.0	2142.0
8.2	1991.0
8.4	1974.0
8.6	1878.0
8.8	1890.0
9.0	1780.0
9.2	1687.0
9.4	1552.0
9.6	1604.0
9.8	1430.0
10.0	1473.0
10.2	1413.0
10.4	1459.0
10.6	1423.0
10.8	1465.0
11.0	1591.0
11.2	1670.0
11.4	1685.0
11.6	1868.0
11.8	1809.0
12.0	1883.0
12.2	2031.0
12.4	2109.0
12.6	2191.0
12.8	2100.0
13.0	2106.0
13.2	2148.0
13.4	2008.0
13.6	1911.0
13.8	1840.0
14.0	1749.0
14.2	1583.0
14.4	1513.0
14.6	1417.0
14.8	1248.0
15.0	1196.0
15.2	1066.0
15.4	1019.0
15.6	794.0
15.8	773.0
16.0	689.0
16.2	637.0
16.4	671.0
16.6	613.0
16.8	576.0
17.0	590.0
17.2	563.0
17.4	517.0
17.6	523.0
17.8	497.0
18.0	469.0
18.2	488.0
18.4	466.0
18.6	439.0
18.8	449.0
19.0	434.0
19.2	404.0
19.4	411.0
19.6	407.0
19.8	406.0
20.0	390.0
