Distance (mm)	Counts
0.0	276.0
0.2	262.0
0.4	294.0
0.6	286.0
0.8	292.0
1.0	319.0
1.2	343.0
1.4	349.0
1.6	333.0
1.8	319.0
2.0	342.0
2.2	357.0
2.4	404.0
2.6	392.0
2.8	428.0
3.0	389.0
3.2	425.0
3.4	440.0
3.6	432.0
3.8	448.0
4.0	489.0
4.2	447.0
4.4	477.0
4.6	533.0
4.8	573.0
5.0	530.0
5.2	581.0
5.4	633.0
5.6	659.0
5.8	656.0
6.0	642.0
6.2	714.0
6.4	740.0
6.6	829.0
6.8	942.0
7.0	1088.0
7.2	1186.0
7.4	1276.0
7.6	1429.0
7.8	1591.0
8.0	1622.0
8.2	1739.0
8.4	1912.0
8.6	2039.0
8.8	2053.0
9.0	2104.0
9.2	2130.0
9.4	2300.0
9.6	2136.0
9.8	2251.0
10.0	2133.0
10.2	2114.0
10.4	2051.0
10.6	1940.0
10.8	1894.0
11.0	1917.0
11.2	1967.0
11.4	1925.0
11.6	1931.0
11.8	1966.0
12.0	1971.0
12.2	1999.0
12.4	2006.0
12.6	2030.0
12.8	2061.0
13.0	2240.0
13.2	2239.0
13.4	2357.0
13.6	2330.0
13.8	2295.0
14.0	2324.0
14.2	2287.0
14.4	2102.0
14.6	2035.0
14.8	1979.0
15.0	1830.0
15.2	1713.0
15.4	1639.0
15.6	1587.0
15.8	1358.0
16.0	1349.0
16.2	1137.0
16.4	1014.0
16.6	943.0
16.8	873.0
17.0	801.0
17.2	745.0
17.4	723.0
17.6	695.0
17.8	698.0
18.0	679.0
18.2	647.0
18.4	583.0
18.6	599.0
18.8	553.0
19.0	557.0
19.2	572.0
19.4	536.0
19.6	497.0
19.8	518.0
20.0	484.0
