Distance (mm)	Counts
0.0	142.0
0.2	168.0
0.4	158.0
0.6	162.0
0.8	178.0
1.0	181.0
1.2	182.0
1.4	188.0
1.6	193.0
1.8	186.0
2.0	213.0
2.2	210.0
2.4	217.0
2.6	184.0
2.8	226.0
3.0	228.0
3.2	227.0
3.4	252.0
3.6	252.0
3.8	247.0
4.0	265.0
4.2	270.0
4.4	303.0
4.6	237.0
4.8	285.0
5.0	288.0
5.2	314.0
5.4	294.0
5.6	304.0
5.8	307.0
6.0	328.0
6.2	311.0
6.4	333.0
6.6	372.0
6.8	371.0
7.0	409.0
7.2	515.0
7.4	572.0
7.6	696.0
7.8	778.0
8.0	932.0
8.2	939.0
8.4	1066.0
8.6	1068.0
8.8	1099.0
9.0	1012.0
9.2	954.0
9.4	832.0
9.6	795.0
9.8	635.0
10.0	565.0
10.2	548.0
10.4	507.0
10.6	506.0
10.8	465.0
11.0	489.0
11.2	468.0
11.4	470.0
11.6	505.0
11.8	563.0
12.0	582.0
12.2	669.0
12.4	783.0
12.6	892.0
12.8	965.0
13.0	1069.0
13.2	1036.0
13.4	1063.0
13.6	1024.0
13.8	971.0
14.0	944.0
14.2	811.0
14.4	698.0
14.6	632.0
14.8	517.0
15.0	445.0
15.2	398.0
15.4	414.0
15.6	398.0
15.8	391.0
16.0	333.0
16.2	357.0
16.4	336.0
16.6	309.0
16.8	342.0
17.0	287.0
17.2	302.0
17.4	313.0
17.6	282.0
17.8	279.0
18.0	267.0
18.2	275.0
18.4	276.0
18.6	272.0
18.8	293.0
19.0	229.0
19.2	242.0
19.4	242.0
19.6	224.0
19.8	234.0
20.0	215.0
