Distance (mm)	Counts
0.0	150.0
0.2	113.0
0.4	151.0
0.6	134.0
0.8	157.0
1.0	174.0
1.2	179.0
1.4	158.0
1.6	172.0
1.8	183.0
2.0	164.0
2.2	186.0
2.4	216.0
2.6	208.0
2.8	228.0
3.0	214.0
3.2	228.0
3.4	206.0
3.6	215.0
3.8	247.0
4.0	226.0
4.2	250.0
4.4	271.0
4.6	275.0
4.8	253.0
5.0	296.0
5.2	278.0
5.4	285.0
5.6	318.0
5.8	298.0
6.0	342.0
6.2	332.0
6.4	335.0
6.6	341.0
6.8	371.0
7.0	403.0
7.2	399.0
7.4	451.0
7.6	542.0
7.8	675.0
8.0	736.0
8.2	888.0
8.4	959.0
8.6	1016.0
8.8	970.0
9.0	962.0
9.2	982.0
9.4	864.0
9.6	838.0
9.8	729.0
10.0	647.0
10.2	572.0
10.4	481.0
10.6	471.0
10.8	473.0
11.0	415.0
11.2	438.0
11.4	431.0
11.6	469.0
11.8	455.0
12.0	391.0
12.2	478.0
12.4	539.0
12.6	591.0
12.8	718.0
13.0	746.0
13.2	872.0
13.4	953.0
13.6	1064.0
13.8	1155.0
14.0	1035.0
14.2	1025.0
14.4	970.0
14.6	839.0
14.8	716.0
15.0	658.0
15.2	543.0
15.4	470.0
15.6	416.0
15.8	410.0
16.0	380.0
16.2	395.0
16.4	361.0
16.6	345.0
16.8	344.0
17.0	320.0
17.2	343.0
17.4	297.0
17.6	337.0
17.8	261.0
18.0	295.0
18.2	304.0
18.4	265.0
18.6	279.0
18.8	264.0
19.0	265.0
19.2	245.0
19.4	260.0
19.6	269.0
19.8	229.0
20.0	234.0
