Distance (mm)	Counts
0.0	129.0
0.2	139.0
0.4	132.0
0.6	158.0
0.8	142.0
1.0	147.0
1.2	187.0
1.4	183.0
1.6	185.0
1.8	167.0
2.0	165.0
2.2	176.0
2.4	176.0
2.6	203.0
2.8	206.0
3.0	182.0
3.2	201.0
3.4	223.0
3.6	212.0
3.8	214.0
4.0	208.0
4.2	243.0
4.4	226.0
4.6	212.0
4.8	243.0
5.0	239.0
5.2	257.0
5.4	259.0
5.6	255.0
5.8	267.0
6.0	273.0
6.2	330.0
6.4	321.0
6.6	394.0
6.8	465.0
7.0	493.0
7.2	601.0
7.4	710.0
7.6	800.0
7.8	827.0
8.0	862.0
8.2	914.0
8.4	827.0
8.6	711.0
8.8	694.0
9.0	623.0
9.2	577.0
9.4	464.0
9.6	419.0
9.8	348.0
10.0	377.0
10.2	356.0
10.4	369.0
10.6	379.0
10.8	357.0
11.0	398.0
11.2	360.0
11.4	362.0
11.6	414.0
11.8	372.0
12.0	356.0
12.2	422.0
12.4	454.0
12.6	536.0
12.8	559.0
13.0	726.0
13.2	738.0
13.4	788.0
13.6	829.0
13.8	868.0
14.0	854.0
14.2	843.0
14.4	786.0
14.6	721.0
14.8	581.0
15.0	483.0
15.2	423.0
15.4	372.0
15.6	321.0
15.8	344.0
16.0	286.0
16.2	310.0
16.4	303.0
16.6	296.0
16.8	276.0
17.0	291.0
17.2	250.0
17.4	246.0
17.6	276.0
17.8	220.0
18.0	240.0
18.2	271.0
18.4	281.0
18.6	257.0
18.8	229.0
19.0	220.0
19.2	211.0
19.4	219.0
19.6	184.0
19.8	197.0
20.0	206.0
