Distance (mm)	Counts
0.0	138.0
0.2	135.0
0.4	141.0
0.6	167.0
0.8	163.0
1.0	157.0
1.2	175.0
1.4	173.0
1.6	170.0
1.8	176.0
2.0	189.0
2.2	183.0
2.4	192.0
2.6	185.0
2.8	191.0
3.0	185.0
3.2	209.0
3.4	209.0
3.6	248.0
3.8	213.0
4.0	232.0
4.2	243.0
4.4	217.0
4.6	238.0
4.8	260.0
5.0	252.0
5.2	259.0
5.4	292.0
5.6	283.0
5.8	284.0
6.0	296.0
6.2	289.0
6.4	379.0
6.6	358.0
6.8	406.0
7.0	544.0
7.2	600.0
7.4	702.0
7.6	803.0
7.8	805.0
8.0	876.0
8.2	843.0
8.4	870.0
8.6	780.0
8.8	740.0
9.0	624.0
9.2	586.0
9.4	484.0
9.6	481.0
9.8	432.0
10.0	390.0
10.2	383.0
10.4	418.0
10.6	369.0
10.8	358.0
11.0	378.0
11.2	336.0
11.4	351.0
11.6	404.0
11.8	387.0
12.0	376.0
12.2	424.0
12.4	445.0
12.6	500.0
12.8	620.0
13.0	702.0
13.2	721.0
13.4	816.0
13.6	888.0
13.8	884.0
14.0	946.0
14.2	870.0
14.4	792.0
14.6	717.0
14.8	589.0
15.0	548.0
15.2	500.0
15.4	371.0
15.6	340.0
15.8	327.0
16.0	315.0
16.2	337.0
16.4	319.0
16.6	279.0
16.8	301.0
17.0	268.0
17.2	268.0
17.4	254.0
17.6	283.0
17.8	224.0
18.0	271.0
18.2	262.0
18.4	243.0
18.6	250.0
18.8	226.0
19.0	255.0
19.2	221.0
19.4	204.0
19.6	250.0
19.8	211.0
20.0	195.0
