Distance (mm)	Counts
0.0	151.0
0.2	153.0
0.4	142.0
0.6	170.0
0.8	152.0
1.0	177.0
1.2	169.0
1.4	151.0
1.6	163.0
1.8	155.0
2.0	170.0
2.2	157.0
2.4	188.0
2.6	155.0
2.8	179.0
3.0	193.0
3.2	191.0
3.4	166.0
3.6	202.0
3.8	199.0
4.0	212.0
4.2	213.0
4.4	233.0
4.6	227.0
4.8	264.0
5.0	243.0
5.2	250.0
5.4	269.0
5.6	239.0
5.8	306.0
6.0	275.0
6.2	315.0
6.4	302.0
6.6	324.0
6.8	351.0
7.0	373.0
7.2	384.0
7.4	339.0
7.6	351.0
7.8	396.0
8.0	359.0
8.2	407.0
8.4	390.0
8.6	413.0
8.8	407.0
9.0	410.0
9.2	428.0
9.4	479.0
9.6	468.0
9.8	493.0
10.0	470.0
10.2	538.0
10.4	609.0
10.6	682.0
10.8	850.0
11.0	1005.0
11.2	1140.0
11.4	1382.0
11.6	1647.0
11.8	1746.0
12.0	1778.0
12.2	1838.0
12.4	1794.0
12.6	1672.0
12.8	1465.0
13.0	1285.0
13.2	1073.0
13.4	905.0
13.6	692.0
13.8	661.0
14.0	552.0
14.2	534.0
14.4	496.0
14.6	514.0
14.8	492.0
15.0	444.0
15.2	477.0
15.4	491.0
15.6	424.0
15.8	400.0
16.0	466.0
16.2	385.0
16.4	397.0
16.6	411.0
16.8	393.0
17.0	393.0
17.2	413.0
17.4	348.0
17.6	371.0
17.8	338.0
18.0	310.0
18.2	299.0
18.4	325.0
18.6	318.0
18.8	306.0
19.0	298.0
19.2	308.0
19.4	272.0
19.6	255.0
19.8	224.0
20.0	244.0
