Distance (mm)	Counts
0.0	139.0
0.2	141.0
0.4	151.0
0.6	124.0
0.8	137.0
1.0	141.0
1.2	156.0
1.4	157.0
1.6	158.0
1.8	155.0
2.0	171.0
2.2	156.0
2.4	178.0
2.6	183.0
2.8	200.0
3.0	178.0
3.2	212.0
3.4	175.0
3.6	187.0
3.8	167.0
4.0	196.0
4.2	166.0
4.4	215.0
4.6	217.0
4.8	222.0
5.0	233.0
5.2	217.0
5.4	230.0
5.6	217.0
5.8	260.0
6.0	241.0
6.2	271.0
6.4	280.0
6.6	288.0
6.8	304.0
7.0	316.0
7.2	315.0
7.4	324.0
7.6	335.0
7.8	372.0
8.0	398.0
8.2	377.0
8.4	380.0
8.6	379.0
8.8	386.0
9.0	433.0
9.2	406.0
9.4	440.0
9.6	441.0
9.8	451.0
10.0	482.0
10.2	463.0
10.4	537.0
10.6	568.0
10.8	710.0
11.0	740.0
11.2	869.0
11.4	1021.0
11.6	1177.0
11.8	1278.0
12.0	1463.0
12.2	1502.0
12.4	1691.0
12.6	1639.0
12.8	1667.0
13.0	1656.0
13.2	1488.0
13.4	1336.0
13.6	1184.0
13.8	1101.0
14.0	888.0
14.2	798.0
14.4	757.0
14.6	637.0
14.8	551.0
15.0	524.0
15.2	504.0
15.4	518.0
15.6	466.0
15.8	459.0
16.0	483.0
16.2	447.0
16.4	423.0
16.6	473.0
16.8	424.0
17.0	375.0
17.2	407.0
17.4	376.0
17.6	382.0
17.8	357.0
18.0	387.0
18.2	324.0
18.4	355.0
18.6	347.0
18.8	330.0
19.0	311.0
19.2	284.0
19.4	303.0
19.6	283.0
19.8	291.0
20.0	310.0
