Distance (mm)	Counts
0.0	36.0
0.4	39.0
0.8	33.0
1.2	53.0
1.6	40.0
2.0	44.0
2.4	44.0
2.8	40.0
3.2	50.0
3.6	54.0
4.0	54.0
4.4	56.0
4.8	48.0
5.2	35.0
5.6	41.0
6.0	49.0
6.4	59.0
6.8	47.0
7.2	49.0
7.6	56.0
8.0	51.0
8.4	60.0
8.8	48.0
9.2	53.0
9.6	51.0
10.0	58.0
10.4	44.0
10.8	61.0
11.2	49.0
11.6	49.0
12.0	77.0
12.4	57.0
12.8	67.0
13.2	54.0
13.6	59.0
14.0	60.0
14.4	62.0
14.8	69.0
15.2	70.0
15.6	47.0
16.0	59.0
16.4	59.0
16.8	63.0
17.2	58.0
17.6	70.0
18.0	61.0
18.4	49.0
18.8	60.0
19.2	58.0
19.6	47.0
20.0	69.0
20.4	52.0
20.8	42.0
21.2	44.0
21.6	51.0
22.0	46.0
22.4	51.0
22.8	51.0
23.2	50.0
23.6	53.0
24.0	38.0
24.4	50.0
24.8	42.0
25.2	40.0
25.6	55.0
26.0	45.0
26.4	48.0
26.8	41.0
27.2	44.0
27.6	46.0
28.0	41.0
28.4	40.0
28.8	44.0
29.2	39.0
29.6	46.0
30.0	47.0
