Distance (mm)	Counts
0.0	88.0
0.2	90.0
0.4	84.0
0.6	84.0
0.8	84.0
1.0	102.0
1.2	89.0
1.4	102.0
1.6	96.0
1.8	88.0
2.0	87.0
2.2	119.0
2.4	103.0
2.6	89.0
2.8	100.0
3.0	110.0
3.2	111.0
3.4	102.0
3.6	101.0
3.8	105.0
4.0	107.0
4.2	97.0
4.4	102.0
4.6	112.0
4.8	113.0
5.0	85.0
5.2	116.0
5.4	107.0
5.6	109.0
5.8	93.0
6.0	121.0
6.2	117.0
6.4	143.0
6.6	107.0
6.8	115.0
7.0	123.0
7.2	99.0
7.4	103.0
7.6	128.0
7.8	120.0
8.0	121.0
8.2	123.0
8.4	110.0
8.6	130.0
8.8	133.0
9.0	131.0
9.2	136.0
9.4	97.0
9.6	127.0
9.8	129.0
10.0	124.0
10.2	121.0
10.4	133.0
10.6	136.0
10.8	102.0
11.0	123.0
11.2	134.0
11.4	112.0
11.6	122.0
11.8	143.0
12.0	149.0
12.2	118.0
12.4	129.0
12.6	135.0
12.8	127.0
13.0	124.0
13.2	134.0
13.4	165.0
13.6	138.0
13.8	129.0
14.0	109.0
14.2	121.0
14.4	127.0
14.6	142.0
14.8	145.0
15.0	129.0
15.2	147.0
15.4	115.0
15.6	120.0
15.8	120.0
16.0	145.0
16.2	133.0
16.4	124.0
16.6	111.0
16.8	116.0
17.0	127.0
17.2	105.0
17.4	122.0
17.6	126.0
17.8	120.0
18.0	121.0
18.2	117.0
18.4	124.0
18.6	123.0
18.8	122.0
19.0	110.0
19.2	92.0
19.4	118.0
19.6	125.0
19.8	114.0
20.0	115.0
