Distance (mm)	Counts
0.0	76.0
0.2	94.0
0.4	91.0
0.6	82.0
0.8	92.0
1.0	99.0
1.2	91.0
1.4	87.0
1.6	99.0
1.8	81.0
2.0	107.0
2.2	88.0
2.4	107.0
2.6	110.0
2.8	125.0
3.0	101.0
3.2	95.0
3.4	104.0
3.6	107.0
3.8	107.0
4.0	89.0
4.2	105.0
4.4	101.0
4.6	99.0
4.8	97.0
5.0	106.0
5.2	114.0
5.4	122.0
5.6	103.0
5.8	116.0
6.0	113.0
6.2	132.0
6.4	108.0
6.6	124.0
6.8	123.0
7.0	119.0
7.2	113.0
7.4	116.0
7.6	113.0
7.8	111.0
8.0	113.0
8.2	126.0
8.4	114.0
8.6	119.0
8.8	131.0
9.0	114.0
9.2	146.0
9.4	139.0
9.6	129.0
9.8	146.0
10.0	113.0
10.2	143.0
10.4	121.0
10.6	127.0
10.8	126.0
11.0	117.0
11.2	130.0
11.4	139.0
11.6	128.0
11.8	150.0
12.0	133.0
12.2	122.0
12.4	142.0
12.6	152.0
12.8	137.0
13.0	139.0
13.2	146.0
13.4	110.0
13.6	145.0
13.8	127.0
14.0	153.0
14.2	124.0
14.4	135.0
14.6	133.0
14.8	149.0
15.0	131.0
15.2	120.0
15.4	136.0
15.6	139.0
15.8	134.0
16.0	125.0
16.2	141.0
16.4	126.0
16.6	136.0
16.8	117.0
17.0	157.0
17.2	135.0
17.4	106.0
17.6	130.0
17.8	110.0
18.0	104.0
18.2	121.0
18.4	131.0
18.6	110.0
18.8	109.0
19.0	147.0
19.2	108.0
19.4	132.0
19.6	107.0
19.8	110.0
20.0	112.0
