Distance (mm)	Counts
0.0	79.0
0.2	78.0
0.4	79.0
0.6	80.0
0.8	79.0
1.0	105.0
1.2	83.0
1.4	83.0
1.6	58.0
1.8	86.0
2.0	85.0
2.2	83.0
2.4	102.0
2.6	80.0
2.8	84.0
3.0	93.0
3.2	98.0
3.4	95.0
3.6	99.0
3.8	98.0
4.0	90.0
4.2	91.0
4.4	91.0
4.6	76.0
4.8	83.0
5.0	96.0
5.2	107.0
5.4	89.0
5.6	94.0
5.8	102.0
6.0	108.0
6.2	94.0
6.4	109.0
6.6	94.0
6.8	117.0
7.0	103.0
7.2	101.0
7.4	87.0
7.6	103.0
7.8	112.0
8.0	108.0
8.2	104.0
8.4	108.0
8.6	112.0
8.8	97.0
9.0	94.0
9.2	93.0
9.4	93.0
9.6	107.0
9.8	78.0
10.0	96.0
10.2	126.0
10.4	125.0
10.6	120.0
10.8	102.0
11.0	104.0
11.2	85.0
11.4	98.0
11.6	94.0
11.8	108.0
12.0	87.0
12.2	118.0
12.4	104.0
12.6	115.0
12.8	110.0
13.0	122.0
13.2	97.0
13.4	89.0
13.6	104.0
13.8	126.0
14.0	116.0
14.2	102.0
14.4	99.0
14.6	117.0
14.8	93.0
15.0	94.0
15.2	107.0
15.4	98.0
15.6	88.0
15.8	87.0
16.0	89.0
16.2	111.0
16.4	123.0
16.6	101.0
16.8	108.0
17.0	90.0
17.2	92.0
17.4	95.0
17.6	89.0
17.8	85.0
18.0	124.0
18.2	92.0
18.4	105.0
18.6	109.0
18.8	88.0
19.0	84.0
19.2	90.0
19.4	81.0
19.6	115.0
19.8	86.0
20.0	98.0
