Distance (mm)	Counts
0.0	230.0
0.2	210.0
0.4	271.0
0.6	271.0
0.8	263.0
1.0	285.0
1.2	286.0
1.4	292.0
1.6	321.0
1.8	343.0
2.0	348.0
2.2	304.0
2.4	353.0
2.6	338.0
2.8	326.0
3.0	360.0
3.2	369.0
3.4	389.0
3.6	373.0
3.8	421.0
4.0	427.0
4.2	416.0
4.4	481.0
4.6	459.0
4.8	481.0
5.0	524.0
5.2	483.0
5.4	551.0
5.6	566.0
5.8	603.0
6.0	593.0
6.2	630.0
6.4	654.0
6.6	612.0
6.8	681.0
7.0	750.0
7.2	846.0
7.4	996.0
7.6	1076.0
7.8	1271.0
8.0	1296.0
8.2	1402.0
8.4	1552.0
8.6	1669.0
8.8	1711.0
9.0	1820.0
9.2	1929.0
9.4	2052.0
9.6	2009.0
9.8	2115.0
10.0	2019.0
10.2	1972.0
10.4	2011.0
10.6	1876.0
10.8	1828.0
11.0	1768.0
11.2	1752.0
11.4	1720.0
11.6	1682.0
11.8	1777.0
12.0	1747.0
12.2	1758.0
12.4	1836.0
12.6	1924.0
12.8	1939.0
13.0	1992.0
13.2	2073.0
13.4	2130.0
13.6	2159.0
13.8	2243.0
14.0	2170.0
14.2	2166.0
14.4	2052.0
14.6	1847.0
14.8	1936.0
15.0	1747.0
15.2	1621.0
15.4	1515.0
15.6	1354.0
15.8	1305.0
16.0	1151.0
16.2	1068.0
16.4	966.0
16.6	880.0
16.8	776.0
17.0	722.0
17.2	690.0
17.4	694.0
17.6	692.0
17.8	590.0
18.0	619.0
18.2	588.0
18.4	589.0
18.6	557.0
18.8	545.0
19.0	514.0
19.2	512.0
19.4	461.0
19.6	484.0
19.8	493.0
20.0	485.0
