Distance (mm)	Counts
0.0	259.0
0.2	267.0
0.4	273.0
0.6	280.0
0.8	255.0
1.0	290.0
1.2	337.0
1.4	310.0
1.6	329.0
1.8	369.0
2.0	365.0
2.2	370.0
2.4	373.0
2.6	421.0
2.8	404.0
3.0	409.0
3.2	448.0
3.4	461.0
3.6	500.0
3.8	510.0
4.0	491.0
4.2	493.0
4.4	557.0
4.6	556.0
4.8	588.0
5.0	632.0
5.2	607.0
5.4	638.0
5.6	651.0
5.8	697.0
6.0	674.0
6.2	757.0
6.4	767.0
6.6	769.0
6.8	846.0
7.0	911.0
7.2	1114.0
7.4	1139.0
7.6	1348.0
7.8	1424.0
8.0	1531.0
8.2	1592.0
8.4	1761.0
8.6	1791.0
8.8	1955.0
9.0	2010.0
9.2	2205.0
9.4	2286.0
9.6	2366.0
9.8	2319.0
10.0	2371.0
10.2	2507.0
10.4	2428.0
10.6	2513.0
10.8	2514.0
11.0	2553.0
11.2	2555.0
11.4	2493.0
11.6	2552.0
11.8	2456.0
12.0	2505.0
12.2	2402.0
12.4	2299.0
12.6	2236.0
12.8	2127.0
13.0	2054.0
13.2	1958.0
13.4	1826.0
13.6	1681.0
13.8	1586.0
14.0	1484.0
14.2	1411.0
14.4	1261.0
14.6	1115.0
14.8	1079.0
15.0	1003.0
15.2	841.0
15.4	805.0
15.6	733.0
15.8	720.0
16.0	648.0
16.2	674.0
16.4	653.0
16.6	650.0
16.8	656.0
17.0	611.0
17.2	642.0
17.4	538.0
17.6	535.0
17.8	542.0
18.0	522.0
18.2	478.0
18.4	491.0
18.6	462.0
18.8	462.0
19.0	422.0
19.2	435.0
19.4	427.0
19.6	401.0
19.8	426.0
20.0	365.0
