Distance (mm)	Counts
0.0	232.0
0.2	269.0
0.4	261.0
0.6	276.0
0.8	332.0
1.0	278.0
1.2	317.0
1.4	319.0
1.6	337.0
1.8	344.0
2.0	335.0
2.2	376.0
2.4	347.0
2.6	395.0
2.8	402.0
3.0	380.0
3.2	399.0
3.4	423.0
3.6	413.0
3.8	403.0
4.0	442.0
4.2	485.0
4.4	489.0
4.6	482.0
4.8	537.0
5.0	550.0
5.2	549.0
5.4	578.0
5.6	582.0
5.8	628.0
6.0	721.0
6.2	845.0
6.4	935.0
6.6	1032.0
6.8	1142.0
7.0	1175.0
7.2	1386.0
7.4	1465.0
7.6	1533.0
7.8	1601.0
8.0	1703.0
8.2	1818.0
8.4	1896.0
8.6	1848.0
8.8	1883.0
9.0	1780.0
9.2	1837.0
9.4	1725.0
9.6	1705.0
9.8	1571.0
10.0	1537.0
10.2	1476.0
10.4	1316.0
10.6	1269.0
10.8	1250.0
11.0	1166.0
11.2	1204.0
11.4	1204.0
11.6	1265.0
11.8	1268.0
12.0	1379.0
12.2	1529.0
12.4	1589.0
12.6	1647.0
12.8	1717.0
13.0	1801.0
13.2	1894.0
13.4	1962.0
13.6	1935.0
13.8	1988.0
14.0	2025.0
14.2	1934.0
14.4	1845.0
14.6	1814.0
14.8	1677.0
15.0	1544.0
15.2	1473.0
15.4	1420.0
15.6	1232.0
15.8	1187.0
16.0	1058.0
16.2	893.0
16.4	822.0
16.6	759.0
16.8	681.0
17.0	696.0
17.2	609.0
17.4	553.0
17.6	571.0
17.8	534.0
18.0	519.0
18.2	529.0
18.4	480.0
18.6	486.0
18.8	458.0
19.0	450.0
19.2	449.0
19.4	450.0
19.6	423.0
19.8	395.0
20.0	371.0
