Distance (mm)	Counts
0.0	269.0
0.2	258.0
0.4	268.0
0.6	286.0
0.8	308.0
1.0	309.0
1.2	344.0
1.4	311.0
1.6	297.0
1.8	357.0
2.0	375.0
2.2	351.0
2.4	383.0
2.6	331.0
2.8	359.0
3.0	397.0
3.2	400.0
3.4	447.0
3.6	458.0
3.8	452.0
4.0	443.0
4.2	466.0
4.4	464.0
4.6	492.0
4.8	527.0
5.0	531.0
5.2	545.0
5.4	593.0
5.6	653.0
5.8	733.0
6.0	863.0
6.2	958.0
6.4	1013.0
6.6	1232.0
6.8	1236.0
7.0	1384.0
7.2	1526.0
7.4	1520.0
7.6	1674.0
7.8	1701.0
8.0	1795.0
8.2	1803.0
8.4	1807.0
8.6	1820.0
8.8	1752.0
9.0	1679.0
9.2	1633.0
9.4	1541.0
9.6	1447.0
9.8	1435.0
10.0	1327.0
10.2	1308.0
10.4	1179.0
10.6	1103.0
10.8	1040.0
11.0	1022.0
11.2	1023.0
11.4	1076.0
11.6	1184.0
11.8	1228.0
12.0	1333.0
12.2	1446.0
12.4	1532.0
12.6	1558.0
12.8	1678.0
13.0	1716.0
13.2	1855.0
13.4	1935.0
13.6	1930.0
13.8	1916.0
14.0	1872.0
14.2	1866.0
14.4	1826.0
14.6	1695.0
14.8	1614.0
15.0	1456.0
15.2	1424.0
15.4	1280.0
15.6	1193.0
15.8	1053.0
16.0	940.0
16.2	911.0
16.4	784.0
16.6	674.0
16.8	608.0
17.0	583.0
17.2	574.0
17.4	589.0
17.6	520.0
17.8	563.0
18.0	496.0
18.2	483.0
18.4	519.0
18.6	442.0
18.8	496.0
19.0	446.0
19.2	420.0
19.4	397.0
19.6	410.0
19.8	400.0
20.0	377.0
