Distance (mm)	Counts
0.0	247.0
0.2	211.0
0.4	265.0
0.6	261.0
0.8	287.0
1.0	319.0
1.2	276.0
1.4	327.0
1.6	312.0
1.8	326.0
2.0	342.0
2.2	355.0
2.4	403.0
2.6	389.0
2.8	395.0
3.0	405.0
3.2	410.0
3.4	412.0
3.6	446.0
3.8	463.0
4.0	426.0
4.2	426.0
4.4	515.0
4.6	512.0
4.8	545.0
5.0	597.0
5.2	644.0
5.4	671.0
5.6	835.0
5.8	969.0
6.0	1017.0
6.2	1087.0
6.4	1179.0
6.6	1269.0
6.8	1379.0
7.0	1476.0
7.2	1529.0
7.4	1541.0
7.6	1633.0
7.8	1692.0
8.0	1609.0
8.2	1606.0
8.4	1484.0
8.6	1471.0
8.8	1473.0
9.0	1341.0
9.2	1234.0
9.4	1140.0
9.6	1151.0
9.8	1036.0
10.0	935.0
10.2	903.0
10.4	829.0
10.6	750.0
10.8	817.0
11.0	873.0
11.2	954.0
11.4	998.0
11.6	1075.0
11.8	1167.0
12.0	1274.0
12.2	1306.0
12.4	1390.0
12.6	1474.0
12.8	1554.0
13.0	1624.0
13.2	1577.0
13.4	1671.0
13.6	1642.0
13.8	1639.0
14.0	1602.0
14.2	1521.0
14.4	1474.0
14.6	1444.0
14.8	1307.0
15.0	1163.0
15.2	1085.0
15.4	1017.0
15.6	944.0
15.8	830.0
16.0	720.0
16.2	617.0
16.4	583.0
16.6	521.0
16.8	502.0
17.0	493.0
17.2	458.0
17.4	473.0
17.6	481.0
17.8	506.0
18.0	472.0
18.2	409.0
18.4	421.0
18.6	380.0
18.8	360.0
19.0	388.0
19.2	422.0
19.4	381.0
19.6	354.0
19.8	327.0
20.0	329.0
