Distance (mm)	Counts
0.0	291.0
0.2	256.0
0.4	275.0
0.6	297.0
0.8	341.0
1.0	345.0
1.2	351.0
1.4	365.0
1.6	369.0
1.8	409.0
2.0	391.0
2.2	415.0
2.4	405.0
2.6	405.0
2.8	441.0
3.0	439.0
3.2	446.0
3.4	460.0
3.6	486.0
3.8	516.0
4.0	547.0
4.2	572.0
4.4	582.0
4.6	597.0
4.8	607.0
5.0	610.0
5.2	662.0
5.4	722.0
5.6	714.0
5.8	867.0
6.0	997.0
6.2	1049.0
6.4	1125.0
6.6	1246.0
6.8	1329.0
7.0	1496.0
7.2	1623.0
7.4	1706.0
7.6	1842.0
7.8	1944.0
8.0	1971.0
8.2	2003.0
8.4	2091.0
8.6	1993.0
8.8	2020.0
9.0	1920.0
9.2	1874.0
9.4	1799.0
9.6	1776.0
9.8	1665.0
10.0	1689.0
10.2	1699.0
10.4	1651.0
10.6	1682.0
10.8	1716.0
11.0	1673.0
11.2	1774.0
11.4	1854.0
11.6	1815.0
11.8	1952.0
12.0	1965.0
12.2	2074.0
12.4	2094.0
12.6	2167.0
12.8	2087.0
13.0	2116.0
13.2	2078.0
13.4	1975.0
13.6	1747.0
13.8	1714.0
14.0	1668.0
14.2	1477.0
14.4	1452.0
14.6	1309.0
14.8	1206.0
15.0	1079.0
15.2	1000.0
15.4	922.0
15.6	785.0
15.8	688.0
16.0	657.0
16.2	662.0
16.4	650.0
16.6	608.0
16.8	605.0
17.0	597.0
17.2	524.0
17.4	556.0
17.6	529.0
17.8	528.0
18.0	504.0
18.2	514.0
18.4	414.0
18.6	467.0
18.8	401.0
19.0	428.0
19.2	423.0
19.4	439.0
19.6	400.0
19.8	358.0
20.0	384.0
