Distance (mm)	Counts
0.0	256.0
0.2	237.0
0.4	286.0
0.6	290.0
0.8	287.0
1.0	295.0
1.2	289.0
1.4	274.0
1.6	308.0
1.8	326.0
2.0	311.0
2.2	337.0
2.4	369.0
2.6	372.0
2.8	377.0
3.0	416.0
3.2	412.0
3.4	416.0
3.6	426.0
3.8	464.0
4.0	491.0
4.2	502.0
4.4	469.0
4.6	542.0
4.8	518.0
5.0	579.0
5.2	609.0
5.4	605.0
5.6	641.0
5.8	641.0
6.0	664.0
6.2	660.0
6.4	662.0
6.6	638.0
6.8	765.0
7.0	789.0
7.2	825.0
7.4	884.0
7.6	916.0
7.8	1013.0
8.0	1028.0
8.2	1211.0
8.4	1370.0
8.6	1481.0
8.8	1603.0
9.0	1745.0
9.2	1916.0
9.4	1995.0
9.6	2231.0
9.8	2309.0
10.0	2558.0
10.2	2727.0
10.4	2781.0
10.6	2998.0
10.8	2942.0
11.0	3026.0
11.2	2916.0
11.4	2997.0
11.6	3120.0
11.8	2936.0
12.0	2942.0
12.2	2834.0
12.4	2729.0
12.6	2545.0
12.8	2274.0
13.0	2162.0
13.2	2021.0
13.4	1822.0
13.6	1653.0
13.8	1559.0
14.0	1420.0
14.2	1331.0
14.4	1200.0
14.6	1063.0
14.8	974.0
15.0	891.0
15.2	863.0
15.4	847.0
15.6	775.0
15.8	752.0
16.0	739.0
16.2	709.0
16.4	699.0
16.6	740.0
16.8	678.0
17.0	625.0
17.2	624.0
17.4	600.0
17.6	575.0
17.8	561.0
18.0	585.0
18.2	495.0
18.4	570.0
18.6	514.0
18.8	493.0
19.0	451.0
19.2	460.0
19.4	409.0
19.6	417.0
19.8	400.0
20.0	359.0
