Distance (mm)	Counts
0.0	257.0
0.2	248.0
0.4	273.0
0.6	283.0
0.8	265.0
1.0	284.0
1.2	295.0
1.4	319.0
1.6	318.0
1.8	355.0
2.0	343.0
2.2	324.0
2.4	349.0
2.6	371.0
2.8	380.0
3.0	392.0
3.2	397.0
3.4	443.0
3.6	417.0
3.8	459.0
4.0	476.0
4.2	436.0
4.4	463.0
4.6	465.0
4.8	542.0
5.0	576.0
5.2	609.0
5.4	736.0
5.6	848.0
5.8	962.0
6.0	1063.0
6.2	1071.0
6.4	1152.0
6.6	1198.0
6.8	1359.0
7.0	1542.0
7.2	1512.0
7.4	1537.0
7.6	1564.0
7.8	1647.0
8.0	1613.0
8.2	1624.0
8.4	1563.0
8.6	1536.0
8.8	1477.0
9.0	1314.0
9.2	1316.0
9.4	1207.0
9.6	1121.0
9.8	1180.0
10.0	987.0
10.2	925.0
10.4	835.0
10.6	782.0
10.8	825.0
11.0	874.0
11.2	933.0
11.4	973.0
11.6	1063.0
11.8	1225.0
12.0	1190.0
12.2	1287.0
12.4	1369.0
12.6	1471.0
12.8	1546.0
13.0	1609.0
13.2	1699.0
13.4	1730.0
13.6	1700.0
13.8	1707.0
14.0	1643.0
14.2	1523.0
14.4	1532.0
14.6	1406.0
14.8	1305.0
15.0	1244.0
15.2	1172.0
15.4	1056.0
15.6	989.0
15.8	889.0
16.0	813.0
16.2	733.0
16.4	638.0
16.6	560.0
16.8	483.0
17.0	537.0
17.2	481.0
17.4	497.0
17.6	476.0
17.8	480.0
18.0	438.0
18.2	422.0
18.4	395.0
18.6	416.0
18.8	415.0
19.0	408.0
19.2	368.0
19.4	335.0
19.6	388.0
19.8	350.0
20.0	345.0
