Distance (mm)	Counts
0.0	276.0
0.2	262.0
0.4	265.0
0.6	291.0
0.8	279.0
1.0	329.0
1.2	300.0
1.4	295.0
1.6	337.0
1.8	337.0
2.0	376.0
2.2	391.0
2.4	382.0
2.6	392.0
2.8	356.0
3.0	411.0
3.2	453.0
3.4	415.0
3.6	432.0
3.8	489.0
4.0	475.0
4.2	490.0
4.4	514.0
4.6	530.0
4.8	564.0
5.0	633.0
5.2	736.0
5.4	829.0
5.6	970.0
5.8	979.0
6.0	1127.0
6.2	1201.0
6.4	1290.0
6.6	1399.0
6.8	1468.0
7.0	1549.0
7.2	1593.0
7.4	1616.0
7.6	1670.0
7.8	1677.0
8.0	1728.0
8.2	1581.0
8.4	1459.0
8.6	1485.0
8.8	1447.0
9.0	1332.0
9.2	1251.0
9.4	1145.0
9.6	1087.0
9.8	1054.0
10.0	950.0
10.2	862.0
10.4	842.0
10.6	804.0
10.8	871.0
11.0	946.0
11.2	1030.0
11.4	1101.0
11.6	1179.0
11.8	1213.0
12.0	1296.0
12.2	1368.0
12.4	1450.0
12.6	1512.0
12.8	1649.0
13.0	1647.0
13.2	1655.0
13.4	1681.0
13.6	1663.0
13.8	1597.0
14.0	1539.0
14.2	1455.0
14.4	1367.0
14.6	1300.0
14.8	1166.0
15.0	1114.0
15.2	1004.0
15.4	947.0
15.6	796.0
15.8	688.0
16.0	658.0
16.2	617.0
16.4	592.0
16.6	537.0
16.8	485.0
17.0	494.0
17.2	477.0
17.4	457.0
17.6	424.0
17.8	448.0
18.0	385.0
18.2	422.0
18.4	416.0
18.6	428.0
18.8	382.0
19.0	391.0
19.2	413.0
19.4	350.0
19.6	351.0
19.8	321.0
20.0	332.0
