Distance (mm)	Counts
0.0	259.0
0.2	270.0
0.4	316.0
0.6	313.0
0.8	327.0
1.0	366.0
1.2	343.0
1.4	338.0
1.6	333.0
1.8	379.0
2.0	357.0
2.2	385.0
2.4	425.0
2.6	399.0
2.8	449.0
3.0	422.0
3.2	449.0
3.4	478.0
3.6	503.0
3.8	444.0
4.0	507.0
4.2	499.0
4.4	536.0
4.6	536.0
4.8	601.0
5.0	669.0
5.2	749.0
5.4	806.0
5.6	928.0
5.8	1036.0
6.0	1157.0
6.2	1244.0
6.4	1382.0
6.6	1421.0
6.8	1474.0
7.0	1473.0
7.2	1614.0
7.4	1722.0
7.6	1774.0
7.8	1745.0
8.0	1688.0
8.2	1626.0
8.4	1549.0
8.6	1456.0
8.8	1455.0
9.0	1303.0
9.2	1242.0
9.4	1225.0
9.6	1102.0
9.8	1069.0
10.0	1024.0
10.2	911.0
10.4	907.0
10.6	867.0
10.8	973.0
11.0	1022.0
11.2	1013.0
11.4	1139.0
11.6	1290.0
11.8	1276.0
12.0	1408.0
12.2	1446.0
12.4	1531.0
12.6	1556.0
12.8	1574.0
13.0	1742.0
13.2	1719.0
13.4	1707.0
13.6	1654.0
13.8	1567.0
14.0	1570.0
14.2	1460.0
14.4	1432.0
14.6	1301.0
14.8	1190.0
15.0	1124.0
15.2	1008.0
15.4	956.0
15.6	819.0
15.8	740.0
16.0	695.0
16.2	622.0
16.4	599.0
16.6	539.0
16.8	528.0
17.0	480.0
17.2	491.0
17.4	484.0
17.6	460.0
17.8	474.0
18.0	499.0
18.2	448.0
18.4	433.0
18.6	406.0
18.8	424.0
19.0	384.0
19.2	414.0
19.4	379.0
19.6	334.0
19.8	366.0
20.0	332.0
