Distance (mm)	Counts
0.0	220.0
0.2	230.0
0.4	249.0
0.6	281.0
0.8	269.0
1.0	244.0
1.2	265.0
1.4	294.0
1.6	292.0
1.8	315.0
2.0	313.0
2.2	291.0
2.4	331.0
2.6	340.0
2.8	345.0
3.0	355.0
3.2	388.0
3.4	385.0
3.6	411.0
3.8	400.0
4.0	428.0
4.2	483.0
4.4	467.0
4.6	477.0
4.8	515.0
5.0	519.0
5.2	547.0
5.4	532.0
5.6	645.0
5.8	591.0
6.0	609.0
6.2	649.0
6.4	625.0
6.6	666.0
6.8	684.0
7.0	714.0
7.2	763.0
7.4	740.0
7.6	795.0
7.8	855.0
8.0	833.0
8.2	834.0
8.4	917.0
8.6	1061.0
8.8	1143.0
9.0	1252.0
9.2	1529.0
9.4	1726.0
9.6	1884.0
9.8	2143.0
10.0	2355.0
10.2	2444.0
10.4	2774.0
10.6	2864.0
10.8	3105.0
11.0	3224.0
11.2	3335.0
11.4	3427.0
11.6	3421.0
11.8	3484.0
12.0	3290.0
12.2	3137.0
12.4	3044.0
12.6	2855.0
12.8	2700.0
13.0	2457.0
13.2	2373.0
13.4	2108.0
13.6	1774.0
13.8	1680.0
14.0	1512.0
14.2	1323.0
14.4	1191.0
14.6	1058.0
14.8	985.0
15.0	855.0
15.2	918.0
15.4	811.0
15.6	792.0
15.8	763.0
16.0	723.0
16.2	766.0
16.4	755.0
16.6	699.0
16.8	678.0
17.0	675.0
17.2	653.0
17.4	643.0
17.6	629.0
17.8	648.0
18.0	620.0
18.2	598.0
18.4	554.0
18.6	573.0
18.8	532.0
19.0	514.0
19.2	460.0
19.4	454.0
19.6	427.0
19.8	446.0
20.0	379.0
