Distance (mm)	Counts
0.0	281.0
0.2	254.0
0.4	272.0
0.6	290.0
0.8	282.0
1.0	290.0
1.2	264.0
1.4	327.0
1.6	328.0
1.8	335.0
2.0	351.0
2.2	309.0
2.4	364.0
2.6	379.0
2.8	357.0
3.0	388.0
3.2	376.0
3.4	442.0
3.6	426.0
3.8	417.0
4.0	449.0
4.2	494.0
4.4	466.0
4.6	497.0
4.8	523.0
5.0	565.0
5.2	552.0
5.4	687.0
5.6	806.0
5.8	901.0
6.0	977.0
6.2	1054.0
6.4	1080.0
6.6	1296.0
6.8	1329.0
7.0	1447.0
7.2	1565.0
7.4	1572.0
7.6	1598.0
7.8	1714.0
8.0	1802.0
8.2	1738.0
8.4	1734.0
8.6	1596.0
8.8	1620.0
9.0	1521.0
9.2	1454.0
9.4	1344.0
9.6	1331.0
9.8	1221.0
10.0	1114.0
10.2	1079.0
10.4	1004.0
10.6	935.0
10.8	886.0
11.0	913.0
11.2	961.0
11.4	1080.0
11.6	1129.0
11.8	1160.0
12.0	1326.0
12.2	1342.0
12.4	1367.0
12.6	1459.0
12.8	1691.0
13.0	1627.0
13.2	1686.0
13.4	1801.0
13.6	1845.0
13.8	1764.0
14.0	1807.0
14.2	1731.0
14.4	1643.0
14.6	1604.0
14.8	1494.0
15.0	1363.0
15.2	1259.0
15.4	1204.0
15.6	1087.0
15.8	1005.0
16.0	892.0
16.2	772.0
16.4	701.0
16.6	598.0
16.8	574.0
17.0	545.0
17.2	515.0
17.4	510.0
17.6	534.0
17.8	494.0
18.0	473.0
18.2	431.0
18.4	438.0
18.6	438.0
18.8	442.0
19.0	424.0
19.2	398.0
19.4	391.0
19.6	378.0
19.8	369.0
20.0	367.0
