Distance (mm)	Counts
0.0	276.0
0.2	296.0
0.4	328.0
0.6	309.0
0.8	320.0
1.0	299.0
1.2	330.0
1.4	356.0
1.6	336.0
1.8	377.0
2.0	353.0
2.2	429.0
2.4	398.0
2.6	432.0
2.8	436.0
3.0	415.0
3.2	399.0
3.4	476.0
3.6	431.0
3.8	439.0
4.0	517.0
4.2	529.0
4.4	524.0
4.6	595.0
4.8	644.0
5.0	694.0
5.2	718.0
5.4	821.0
5.6	998.0
5.8	1029.0
6.0	1091.0
6.2	1254.0
6.4	1346.0
6.6	1446.0
6.8	1476.0
7.0	1712.0
7.2	1742.0
7.4	1677.0
7.6	1790.0
7.8	1827.0
8.0	1749.0
8.2	1637.0
8.4	1588.0
8.6	1591.0
8.8	1490.0
9.0	1383.0
9.2	1274.0
9.4	1247.0
9.6	1232.0
9.8	1093.0
10.0	997.0
10.2	915.0
10.4	863.0
10.6	884.0
10.8	924.0
11.0	1057.0
11.2	1118.0
11.4	1217.0
11.6	1307.0
11.8	1325.0
12.0	1438.0
12.2	1499.0
12.4	1608.0
12.6	1654.0
12.8	1714.0
13.0	1827.0
13.2	1807.0
13.4	1779.0
13.6	1755.0
13.8	1736.0
14.0	1632.0
14.2	1541.0
14.4	1446.0
14.6	1383.0
14.8	1175.0
15.0	1152.0
15.2	961.0
15.4	979.0
15.6	858.0
15.8	707.0
16.0	689.0
16.2	595.0
16.4	549.0
16.6	528.0
16.8	497.0
17.0	497.0
17.2	490.0
17.4	487.0
17.6	475.0
17.8	457.0
18.0	426.0
18.2	440.0
18.4	435.0
18.6	428.0
18.8	401.0
19.0	412.0
19.2	339.0
19.4	384.0
19.6	373.0
19.8	350.0
20.0	345.0
