Distance (mm)	Counts
0.0	250.0
0.2	230.0
0.4	225.0
0.6	247.0
0.8	236.0
1.0	276.0
1.2	273.0
1.4	263.0
1.6	283.0
1.8	267.0
2.0	288.0
2.2	323.0
2.4	324.0
2.6	309.0
2.8	356.0
3.0	347.0
3.2	350.0
3.4	366.0
3.6	351.0
3.8	393.0
4.0	387.0
4.2	458.0
4.4	446.0
4.6	441.0
4.8	454.0
5.0	484.0
5.2	489.0
5.4	521.0
5.6	536.0
5.8	552.0
6.0	564.0
6.2	576.0
6.4	582.0
6.6	568.0
6.8	654.0
7.0	680.0
7.2	700.0
7.4	690.0
7.6	779.0
7.8	817.0
8.0	892.0
8.2	968.0
8.4	1094.0
8.6	1266.0
8.8	1354.0
9.0	1464.0
9.2	1620.0
9.4	1760.0
9.6	1807.0
9.8	1903.0
10.0	1897.0
10.2	1997.0
10.4	2118.0
10.6	2147.0
10.8	2140.0
11.0	2203.0
11.2	2278.0
11.4	2231.0
11.6	2189.0
11.8	2169.0
12.0	2209.0
12.2	2275.0
12.4	2188.0
12.6	2343.0
12.8	2328.0
13.0	2261.0
13.2	2299.0
13.4	2280.0
13.6	2236.0
13.8	2269.0
14.0	2186.0
14.2	2139.0
14.4	2063.0
14.6	1951.0
14.8	1924.0
15.0	1786.0
15.2	1602.0
15.4	1601.0
15.6	1445.0
15.8	1296.0
16.0	1252.0
16.2	1091.0
16.4	988.0
16.6	849.0
16.8	816.0
17.0	725.0
17.2	756.0
17.4	717.0
17.6	674.0
17.8	648.0
18.0	658.0
18.2	646.0
18.4	677.0
18.6	560.0
18.8	567.0
19.0	568.0
19.2	558.0
19.4	530.0
19.6	503.0
19.8	462.0
20.0	449.0
