Distance (mm)	Counts
0.0	267.0
0.2	248.0
0.4	268.0
0.6	260.0
0.8	290.0
1.0	268.0
1.2	300.0
1.4	295.0
1.6	311.0
1.8	321.0
2.0	352.0
2.2	349.0
2.4	364.0
2.6	361.0
2.8	410.0
3.0	421.0
3.2	421.0
3.4	443.0
3.6	425.0
3.8	458.0
4.0	480.0
4.2	486.0
4.4	508.0
4.6	485.0
4.8	515.0
5.0	590.0
5.2	572.0
5.4	594.0
5.6	639.0
5.8	642.0
6.0	707.0
6.2	703.0
6.4	720.0
6.6	679.0
6.8	754.0
7.0	786.0
7.2	838.0
7.4	883.0
7.6	970.0
7.8	1090.0
8.0	1221.0
8.2	1416.0
8.4	1513.0
8.6	1568.0
8.8	1683.0
9.0	1899.0
9.2	1956.0
9.4	2122.0
9.6	2261.0
9.8	2358.0
10.0	2544.0
10.2	2599.0
10.4	2750.0
10.6	2852.0
10.8	2818.0
11.0	2951.0
11.2	2972.0
11.4	2867.0
11.6	2860.0
11.8	2861.0
12.0	2727.0
12.2	2663.0
12.4	2518.0
12.6	2385.0
12.8	2184.0
13.0	2060.0
13.2	1909.0
13.4	1820.0
13.6	1660.0
13.8	1528.0
14.0	1458.0
14.2	1350.0
14.4	1223.0
14.6	1112.0
14.8	1027.0
15.0	911.0
15.2	864.0
15.4	789.0
15.6	778.0
15.8	735.0
16.0	738.0
16.2	716.0
16.4	702.0
16.6	664.0
16.8	621.0
17.0	620.0
17.2	621.0
17.4	613.0
17.6	593.0
17.8	568.0
18.0	561.0
18.2	497.0
18.4	510.0
18.6	539.0
18.8	457.0
19.0	456.0
19.2	419.0
19.4	423.0
19.6	381.0
19.8	405.0
20.0	353.0
