Distance (mm)	Counts
0.0	226.0
0.2	238.0
0.4	258.0
0.6	250.0
0.8	263.0
1.0	262.0
1.2	293.0
1.4	290.0
1.6	298.0
1.8	270.0
2.0	300.0
2.2	296.0
2.4	308.0
2.6	328.0
2.8	356.0
3.0	353.0
3.2	358.0
3.4	389.0
3.6	389.0
3.8	406.0
4.0	437.0
4.2	458.0
4.4	457.0
4.6	493.0
4.8	490.0
5.0	526.0
5.2	565.0
5.4	569.0
5.6	561.0
5.8	572.0
6.0	644.0
6.2	610.0
6.4	634.0
6.6	692.0
6.8	672.0
7.0	698.0
7.2	692.0
7.4	769.0
7.6	785.0
7.8	784.0
8.0	840.0
8.2	885.0
8.4	806.0
8.6	921.0
8.8	1038.0
9.0	1156.0
9.2	1346.0
9.4	1590.0
9.6	1727.0
9.8	2021.0
10.0	2201.0
10.2	2352.0
10.4	2635.0
10.6	2786.0
10.8	3066.0
11.0	3141.0
11.2	3269.0
11.4	3508.0
11.6	3384.0
11.8	3457.0
12.0	3478.0
12.2	3329.0
12.4	3148.0
12.6	2953.0
12.8	2839.0
13.0	2591.0
13.2	2464.0
13.4	2162.0
13.6	1950.0
13.8	1737.0
14.0	1593.0
14.2	1404.0
14.4	1255.0
14.6	1092.0
14.8	1017.0
15.0	897.0
15.2	913.0
15.4	838.0
15.6	770.0
15.8	785.0
16.0	790.0
16.2	778.0
16.4	768.0
16.6	734.0
16.8	745.0
17.0	676.0
17.2	696.0
17.4	642.0
17.6	694.0
17.8	615.0
18.0	575.0
18.2	594.0
18.4	572.0
18.6	511.0
18.8	506.0
19.0	529.0
19.2	481.0
19.4	491.0
19.6	440.0
19.8	433.0
20.0	392.0
