Distance (mm)	Counts
0.0	216.0
0.2	231.0
0.4	255.0
0.6	230.0
0.8	272.0
1.0	278.0
1.2	298.0
1.4	285.0
1.6	301.0
1.8	292.0
2.0	326.0
2.2	339.0
2.4	344.0
2.6	340.0
2.8	353.0
3.0	348.0
3.2	373.0
3.4	434.0
3.6	411.0
3.8	457.0
4.0	440.0
4.2	453.0
4.4	459.0
4.6	484.0
4.8	515.0
5.0	560.0
5.2	544.0
5.4	558.0
5.6	574.0
5.8	612.0
6.0	607.0
6.2	663.0
6.4	655.0
6.6	677.0
6.8	751.0
7.0	699.0
7.2	724.0
7.4	777.0
7.6	806.0
7.8	863.0
8.0	875.0
8.2	912.0
8.4	970.0
8.6	1158.0
8.8	1278.0
9.0	1426.0
9.2	1667.0
9.4	1804.0
9.6	2007.0
9.8	2164.0
10.0	2393.0
10.2	2646.0
10.4	2924.0
10.6	3074.0
10.8	3147.0
11.0	3261.0
11.2	3301.0
11.4	3353.0
11.6	3273.0
11.8	3323.0
12.0	3183.0
12.2	3205.0
12.4	2915.0
12.6	2683.0
12.8	2522.0
13.0	2340.0
13.2	2154.0
13.4	2017.0
13.6	1725.0
13.8	1581.0
14.0	1426.0
14.2	1337.0
14.4	1188.0
14.6	1011.0
14.8	926.0
15.0	920.0
15.2	821.0
15.4	773.0
15.6	781.0
15.8	805.0
16.0	712.0
16.2	764.0
16.4	702.0
16.6	701.0
16.8	712.0
17.0	633.0
17.2	629.0
17.4	598.0
17.6	600.0
17.8	627.0
18.0	628.0
18.2	561.0
18.4	530.0
18.6	536.0
18.8	495.0
19.0	467.0
19.2	511.0
19.4	449.0
19.6	424.0
19.8	433.0
20.0	386.0
