Distance (mm)	Counts
0.0	292.0
0.2	322.0
0.4	311.0
0.6	305.0
0.8	319.0
1.0	330.0
1.2	349.0
1.4	326.0
1.6	360.0
1.8	353.0
2.0	370.0
2.2	420.0
2.4	397.0
2.6	403.0
2.8	436.0
3.0	457.0
3.2	456.0
3.4	482.0
3.6	507.0
3.8	515.0
4.0	544.0
4.2	589.0
4.4	538.0
4.6	591.0
4.8	591.0
5.0	615.0
5.2	594.0
5.4	674.0
5.6	683.0
5.8	759.0
6.0	848.0
6.2	917.0
6.4	987.0
6.6	1151.0
6.8	1244.0
7.0	1382.0
7.2	1497.0
7.4	1552.0
7.6	1695.0
7.8	1775.0
8.0	1914.0
8.2	2011.0
8.4	2128.0
8.6	2103.0
8.8	2142.0
9.0	2114.0
9.2	1998.0
9.4	1985.0
9.6	1894.0
9.8	1866.0
10.0	1844.0
10.2	1860.0
10.4	1867.0
10.6	1899.0
10.8	1870.0
11.0	1979.0
11.2	1927.0
11.4	1993.0
11.6	2022.0
11.8	2005.0
12.0	2050.0
12.2	2168.0
12.4	2120.0
12.6	2118.0
12.8	2201.0
13.0	2061.0
13.2	2009.0
13.4	1913.0
13.6	1877.0
13.8	1702.0
14.0	1600.0
14.2	1455.0
14.4	1417.0
14.6	1228.0
14.8	1120.0
15.0	976.0
15.2	1005.0
15.4	874.0
15.6	750.0
15.8	697.0
16.0	688.0
16.2	703.0
16.4	671.0
16.6	613.0
16.8	605.0
17.0	601.0
17.2	558.0
17.4	556.0
17.6	535.0
17.8	499.0
18.0	522.0
18.2	480.0
18.4	481.0
18.6	450.0
18.8	449.0
19.0	475.0
19.2	418.0
19.4	387.0
19.6	349.0
19.8	342.0
20.0	368.0
