Distance (mm)	Counts
0.0	242.0
0.2	285.0
0.4	319.0
0.6	350.0
0.8	315.0
1.0	320.0
1.2	327.0
1.4	348.0
1.6	343.0
1.8	381.0
2.0	404.0
2.2	423.0
2.4	453.0
2.6	464.0
2.8	452.0
3.0	426.0
3.2	460.0
3.4	449.0
3.6	495.0
3.8	502.0
4.0	569.0
4.2	560.0
4.4	541.0
4.6	597.0
4.8	616.0
5.0	610.0
5.2	664.0
5.4	691.0
5.6	778.0
5.8	809.0
6.0	883.0
6.2	1110.0
6.4	1209.0
6.6	1291.0
6.8	1324.0
7.0	1558.0
7.2	1700.0
7.4	1755.0
7.6	1842.0
7.8	1872.0
8.0	2054.0
8.2	1980.0
8.4	2057.0
8.6	1972.0
8.8	1995.0
9.0	1933.0
9.2	1800.0
9.4	1727.0
9.6	1637.0
9.8	1711.0
10.0	1641.0
10.2	1603.0
10.4	1596.0
10.6	1655.0
10.8	1558.0
11.0	1586.0
11.2	1723.0
11.4	1689.0
11.6	1858.0
11.8	1938.0
12.0	1971.0
12.2	2012.0
12.4	2094.0
12.6	2132.0
12.8	2143.0
13.0	2112.0
13.2	2029.0
13.4	1975.0
13.6	1847.0
13.8	1771.0
14.0	1638.0
14.2	1427.0
14.4	1364.0
14.6	1289.0
14.8	1230.0
15.0	1103.0
15.2	975.0
15.4	784.0
15.6	768.0
15.8	721.0
16.0	650.0
16.2	625.0
16.4	620.0
16.6	584.0
16.8	623.0
17.0	552.0
17.2	525.0
17.4	532.0
17.6	459.0
17.8	497.0
18.0	476.0
18.2	473.0
18.4	425.0
18.6	456.0
18.8	413.0
19.0	426.0
19.2	441.0
19.4	411.0
19.6	377.0
19.8	384.0
20.0	375.0
