Distance (mm)	Counts
0.0	274.0
0.2	265.0
0.4	303.0
0.6	305.0
0.8	324.0
1.0	319.0
1.2	336.0
1.4	365.0
1.6	365.0
1.8	381.0
2.0	362.0
2.2	393.0
2.4	428.0
2.6	411.0
2.8	410.0
3.0	434.0
3.2	470.0
3.4	458.0
3.6	481.0
3.8	519.0
4.0	529.0
4.2	548.0
4.4	575.0
4.6	595.0
4.8	603.0
5.0	691.0
5.2	703.0
5.4	848.0
5.6	924.0
5.8	1020.0
6.0	1174.0
6.2	1251.0
6.4	1351.0
6.6	1492.0
6.8	1605.0
7.0	1611.0
7.2	1814.0
7.4	1903.0
7.6	1897.0
7.8	2025.0
8.0	1936.0
8.2	1887.0
8.4	1849.0
8.6	1773.0
8.8	1703.0
9.0	1699.0
9.2	1521.0
9.4	1404.0
9.6	1432.0
9.8	1281.0
10.0	1167.0
10.2	1168.0
10.4	1136.0
10.6	1155.0
10.8	1183.0
11.0	1241.0
11.2	1344.0
11.4	1499.0
11.6	1555.0
11.8	1559.0
12.0	1626.0
12.2	1671.0
12.4	1746.0
12.6	1861.0
12.8	1930.0
13.0	1935.0
13.2	1950.0
13.4	1897.0
13.6	1755.0
13.8	1787.0
14.0	1657.0
14.2	1630.0
14.4	1439.0
14.6	1253.0
14.8	1249.0
15.0	1089.0
15.2	1043.0
15.4	922.0
15.6	776.0
15.8	701.0
16.0	683.0
16.2	634.0
16.4	567.0
16.6	561.0
16.8	539.0
17.0	496.0
17.2	502.0
17.4	456.0
17.6	509.0
17.8	496.0
18.0	456.0
18.2	405.0
18.4	440.0
18.6	426.0
18.8	401.0
19.0	426.0
19.2	409.0
19.4	373.0
19.6	368.0
19.8	346.0
20.0	356.0
