Distance (mm)	Counts
0.0	279.0
0.2	318.0
0.4	312.0
0.6	296.0
0.8	331.0
1.0	334.0
1.2	334.0
1.4	372.0
1.6	379.0
1.8	370.0
2.0	391.0
2.2	381.0
2.4	414.0
2.6	429.0
2.8	458.0
3.0	473.0
3.2	470.0
3.4	447.0
3.6	460.0
3.8	508.0
4.0	535.0
4.2	554.0
4.4	563.0
4.6	596.0
4.8	579.0
5.0	667.0
5.2	703.0
5.4	801.0
5.6	860.0
5.8	1018.0
6.0	1159.0
6.2	1245.0
6.4	1391.0
6.6	1451.0
6.8	1514.0
7.0	1683.0
7.2	1737.0
7.4	1736.0
7.6	1916.0
7.8	1987.0
8.0	1947.0
8.2	1968.0
8.4	1837.0
8.6	1850.0
8.8	1713.0
9.0	1635.0
9.2	1579.0
9.4	1445.0
9.6	1423.0
9.8	1333.0
10.0	1275.0
10.2	1153.0
10.4	1204.0
10.6	1144.0
10.8	1196.0
11.0	1320.0
11.2	1231.0
11.4	1436.0
11.6	1536.0
11.8	1686.0
12.0	1699.0
12.2	1789.0
12.4	1827.0
12.6	1825.0
12.8	1936.0
13.0	1871.0
13.2	1894.0
13.4	1972.0
13.6	1797.0
13.8	1728.0
14.0	1578.0
14.2	1512.0
14.4	1386.0
14.6	1307.0
14.8	1206.0
15.0	1091.0
15.2	1010.0
15.4	893.0
15.6	831.0
15.8	716.0
16.0	656.0
16.2	615.0
16.4	565.0
16.6	575.0
16.8	617.0
17.0	529.0
17.2	527.0
17.4	570.0
17.6	511.0
17.8	489.0
18.0	477.0
18.2	447.0
18.4	434.0
18.6	438.0
18.8	412.0
19.0	391.0
19.2	448.0
19.4	365.0
19.6	400.0
19.8	332.0
20.0	339.0
