Distance (mm)	Counts
0.0	241.0
0.2	297.0
0.4	300.0
0.6	291.0
0.8	297.0
1.0	331.0
1.2	323.0
1.4	326.0
1.6	342.0
1.8	385.0
2.0	382.0
2.2	368.0
2.4	402.0
2.6	432.0
2.8	420.0
3.0	453.0
3.2	475.0
3.4	514.0
3.6	482.0
3.8	511.0
4.0	556.0
4.2	524.0
4.4	556.0
4.6	609.0
4.8	581.0
5.0	616.0
5.2	596.0
5.4	641.0
5.6	686.0
5.8	666.0
6.0	748.0
6.2	752.0
6.4	829.0
6.6	892.0
6.8	1082.0
7.0	1160.0
7.2	1351.0
7.4	1379.0
7.6	1526.0
7.8	1640.0
8.0	1732.0
8.2	1891.0
8.4	1985.0
8.6	1998.0
8.8	2115.0
9.0	2115.0
9.2	2240.0
9.4	2157.0
9.6	2151.0
9.8	2148.0
10.0	2086.0
10.2	2172.0
10.4	2216.0
10.6	2199.0
10.8	2210.0
11.0	2181.0
11.2	2166.0
11.4	2265.0
11.6	2262.0
11.8	2269.0
12.0	2241.0
12.2	2188.0
12.4	2191.0
12.6	2233.0
12.8	2229.0
13.0	2108.0
13.2	2081.0
13.4	1906.0
13.6	1752.0
13.8	1665.0
14.0	1518.0
14.2	1464.0
14.4	1276.0
14.6	1208.0
14.8	1114.0
15.0	960.0
15.2	844.0
15.4	828.0
15.6	721.0
15.8	742.0
16.0	692.0
16.2	696.0
16.4	666.0
16.6	615.0
16.8	638.0
17.0	552.0
17.2	586.0
17.4	569.0
17.6	527.0
17.8	522.0
18.0	521.0
18.2	549.0
18.4	466.0
18.6	467.0
18.8	486.0
19.0	444.0
19.2	431.0
19.4	431.0
19.6	363.0
19.8	411.0
20.0	342.0
