Distance (mm)	Counts
0.0	251.0
0.2	250.0
0.4	264.0
0.6	272.0
0.8	280.0
1.0	253.0
1.2	292.0
1.4	310.0
1.6	276.0
1.8	324.0
2.0	292.0
2.2	327.0
2.4	338.0
2.6	335.0
2.8	376.0
3.0	403.0
3.2	392.0
3.4	381.0
3.6	354.0
3.8	388.0
4.0	412.0
4.2	413.0
4.4	455.0
4.6	438.0
4.8	486.0
5.0	503.0
5.2	491.0
5.4	541.0
5.6	525.0
5.8	576.0
6.0	557.0
6.2	587.0
6.4	596.0
6.6	614.0
6.8	637.0
7.0	721.0
7.2	749.0
7.4	781.0
7.6	801.0
7.8	928.0
8.0	1042.0
8.2	1148.0
8.4	1275.0
8.6	1333.0
8.8	1487.0
9.0	1638.0
9.2	1636.0
9.4	1805.0
9.6	1906.0
9.8	2026.0
10.0	1968.0
10.2	2125.0
10.4	2103.0
10.6	2171.0
10.8	2188.0
11.0	2117.0
11.2	2056.0
11.4	2035.0
11.6	1975.0
11.8	2134.0
12.0	2154.0
12.2	2141.0
12.4	2076.0
12.6	2132.0
12.8	2090.0
13.0	2159.0
13.2	2130.0
13.4	2172.0
13.6	2252.0
13.8	2289.0
14.0	2154.0
14.2	2115.0
14.4	2179.0
14.6	2027.0
14.8	1859.0
15.0	1736.0
15.2	1651.0
15.4	1488.0
15.6	1441.0
15.8	1348.0
16.0	1200.0
16.2	1080.0
16.4	1024.0
16.6	855.0
16.8	781.0
17.0	741.0
17.2	739.0
17.4	712.0
17.6	684.0
17.8	689.0
18.0	618.0
18.2	594.0
18.4	612.0
18.6	569.0
18.8	532.0
19.0	501.0
19.2	527.0
19.4	498.0
19.6	474.0
19.8	526.0
20.0	474.0
