Distance (mm)	Counts
0.0	326.0
0.2	267.0
0.4	276.0
0.6	288.0
0.8	325.0
1.0	285.0
1.2	339.0
1.4	315.0
1.6	369.0
1.8	389.0
2.0	387.0
2.2	366.0
2.4	432.0
2.6	419.0
2.8	454.0
3.0	431.0
3.2	430.0
3.4	519.0
3.6	505.0
3.8	494.0
4.0	526.0
4.2	513.0
4.4	534.0
4.6	588.0
4.8	570.0
5.0	610.0
5.2	641.0
5.4	676.0
5.6	659.0
5.8	662.0
6.0	794.0
6.2	873.0
6.4	886.0
6.6	1030.0
6.8	1089.0
7.0	1240.0
7.2	1440.0
7.4	1504.0
7.6	1649.0
7.8	1807.0
8.0	1831.0
8.2	1980.0
8.4	2040.0
8.6	2118.0
8.8	2096.0
9.0	2120.0
9.2	2146.0
9.4	2073.0
9.6	2072.0
9.8	1908.0
10.0	1959.0
10.2	2033.0
10.4	2039.0
10.6	1943.0
10.8	2010.0
11.0	2078.0
11.2	2095.0
11.4	2062.0
11.6	2197.0
11.8	2059.0
12.0	2130.0
12.2	2116.0
12.4	2149.0
12.6	2262.0
12.8	2048.0
13.0	2026.0
13.2	2023.0
13.4	1903.0
13.6	1708.0
13.8	1569.0
14.0	1532.0
14.2	1441.0
14.4	1341.0
14.6	1227.0
14.8	1115.0
15.0	961.0
15.2	902.0
15.4	853.0
15.6	748.0
15.8	736.0
16.0	741.0
16.2	657.0
16.4	671.0
16.6	632.0
16.8	584.0
17.0	569.0
17.2	551.0
17.4	578.0
17.6	528.0
17.8	488.0
18.0	545.0
18.2	490.0
18.4	506.0
18.6	491.0
18.8	461.0
19.0	426.0
19.2	399.0
19.4	419.0
19.6	393.0
19.8	349.0
20.0	384.0
